,name,birth,incoming_links,outgoing_links,page,latitude,longitude
109,Semën Liudvigovich Frank, (1877–1950),Nietzsche:Hegel:Solovyov:Nicolaus Cusanus:Dostoyevsky:Plotinus:Kant:Nikolai Berdyaev:,Nikolai Berdyaev:,/wiki/Sem%C3%ABn_Liudvigovich_Frank,55.75583,37.61722
110,Robert Brenner,,,Gáspár Miklós Tamás:,/wiki/Robert_Brenner,40.71278,-74.00611
111,Paul Feyerabend, (1924–1994),Mill:Kierkegaard:Anscombe:Popper:Bachelard:Koyré:Wittgenstein:Lessing:Ehrenhaft:,McCloskey:Lakatos:McKenna:Murphy:Churchland:Nader:Kuhn:Foucault:Hacking:,/wiki/Paul_Feyerabend,48.2,16.367
112,Charles Péguy,,,Emmanuel Mounier:,/wiki/Charles_P%C3%A9guy,FILL,FILL
113,Considérant,,,Nikolai Chernyshevsky:,/wiki/Victor_Prosper_Considerant,46.9419,5.8792
114,Jules Lequier, (1814–1862),J. G. Fichte:,Charles Renouvier:Charles Hartshorne:William James:,/wiki/Jules_Lequier,48.4044,-2.9081
115,Thomas Henry Huxley, (1825–1895),Edward Forbes:Charles Darwin:,Henry Fairfield Osborn:Julian Huxley:E. Ray Lankester:Hubert Harrison:H. G. Wells:William Henry Flower:Aldous Huxley:,/wiki/Thomas_Henry_Huxley,51.5175,-0.2988
116,Gustav Bergmann, (1906–1987),Friedrich Waismann:Walther Mayer:Rudolf Carnap:Moritz Schlick:,John O'Neill:Berlin Circle:Vienna Circle:,/wiki/Gustav_Bergmann,48.2,16.367
117,Frege,,,Gershom Scholem:,/wiki/Frege,FILL,FILL
118,Thomas Hill Green, (1836–1882),Benjamin Jowett:Immanuel Kant:F. D. Maurice:G. W. F. Hegel:,R. L. Nettleship:J. H. Muirhead:C. B. Macpherson:Leonard Hobhouse:John Cook Wilson:Hastings Rashdall:John Dewey:David George Ritchie:F. H. Bradley:Samuel Alexander:,/wiki/Thomas_Hill_Green,53.73539,-1.19697
119,Anthony,,,Augustine of Hippo:,/wiki/Anthony_the_Great,FILL,FILL
120,Michel Serres, (1930–2019),Baruch Spinoza:Gaston Bachelard:,Bruno Latour:Pierre Lévy:Ilya Prigogine:Steven Connor:Réda Benkirane:Isabelle Stengers:,/wiki/Michel_Serres,44.2049,0.6212
121,Baron d'Holbach, (1723–1789),Hobbes:Bolingbroke:Pierre Bayle:,Nietzsche:Danton:Marx:Darwin:Weishaupt:Onfray:Freud:Desmoulins:Kant:Marat:,/wiki/Baron_d%27Holbach,49.267,8.133
122,Shihāb al-Din Sührawardį,,,Muhammad Abduh:,/wiki/Shihab_al-Din_%27Umar_al-Suhrawardi,36.07222,48.44
123,Friedrich Schelling, (1775–1852),Jacobi:Plato:Kielmeyer:Hölderlin:Herder:J. G. Fichte:Goethe:Spinoza:Plotinus:Böhme:Leibniz:Kant:,von Hartmann:Solovyov:Ast:Bernays:Krause:Secrétan:Weisse:Carus:Cousin:Esenbeck:Russian Schellingianism:Solger:Hâjdeu:Gadamer:Pareyson:Coleridge:Ravaisson:Van Til:Vogelin:Jung:Grant:Freud:Goethe:Wilber:Deleuze:Žižek:Tillich:da Silva:Kierkegaard:Hegel:Humboldt:Fackenheim:Fichte:Habermas:Peirce:Royce:Heidegger:,/wiki/Friedrich_Schelling,48.80139,9.01306
124,Giuseppe Mazzini,,,Giovanni Gentile:,/wiki/Giuseppe_Mazzini,FILL,FILL
125,Nekrasov,,,Nikolai Chernyshevsky:,/wiki/Nikolay_Nekrasov,FILL,FILL
126,Agrippa the Sceptic, (1st/2nd century),Aenesidemus:Pyrrho:Timon:,Sextus Empiricus:,/wiki/Agrippa_the_Sceptic,FILL,FILL
127,Hans von Campenhausen,,,Wolfhart Pannenberg:,/wiki/Hans_von_Campenhausen,53.72,19.33722
128,Lucretius, (c. 99 – 55 BC),Aristotle:Plato:Gaius Memmius:Socrates:Epicurus:,Pierre Gassendi:Arthur Schopenhauer:Charles Darwin:Stephen Greenblatt:Ovid:Montaigne:Karl Marx:Virgil:Sigmund Freud:Gilles Deleuze:Friedrich Nietzsche:Baruch Spinoza:Cicero:,/wiki/Lucretius,FILL,FILL
129,F. F. Zelinsky,,,Mikhail Bakhtin:,/wiki/Tadeusz_Stefan_Zieli%C5%84ski,FILL,FILL
130,Judith Butler, (born 1956),Jacques Derrida:Michel Foucault:Monique Wittig:Karl Marx:Theodor Adorno:Simone de Beauvoir:Sigmund Freud:Emmanuel Lévinas:Luce Irigaray:J. L. Austin:Jacques Lacan:G. W. F. Hegel:Louis Althusser:Friedrich Nietzsche:Maurice Merleau-Ponty:Gayle Rubin:,Sandy Stone:Jasbir Puar:Susan Stryker:Andrea Smith:Pussy Riot:,/wiki/Judith_Butler,41.48222,-81.66972
131,Leon Brunschvicg, (1869–1944),Arthur Schopenhauer:Immanuel Kant:Michel de Montaigne:René Descartes:Charles Renouvier:Blaise Pascal:,Gaston Bachelard:Louis Lavelle:Jean Cavaillès:Raymond Aron:Alexandre Koyré:,/wiki/Leon_Brunschvicg,48.856613,2.352222
132,Uexküll,,,Gilles Deleuze:,/wiki/Jakob_Johann_von_Uexk%C3%BCll,FILL,FILL
133,Ahad Ha'am,,,Gershom Scholem:,/wiki/Ahad_Ha%27am,FILL,FILL
134,Timon (philosopher), (c. 300 BC),Xenophanes:Pyrrho:Democritus:,Aenesidemus:Sextus Empiricus:,/wiki/Timon_(philosopher),37.846299,22.649131
135,Shakespeare,,,Stanley Cavell:,/wiki/William_Shakespeare,52.19278,-1.70639
136,Francis Parker Yockey, (1917–1960),Joseph de Maistre:Karl Haushofer:Carl Schmitt:Oswald Spengler:Gregor Strasser:Ernst Niekisch:Ernst Jünger:Julius Evola:,H. Keith Thompson:Christian Bouchet:Willis Carto:James H. Madole:,/wiki/Francis_Parker_Yockey,41.88194,-87.62778
137,Peter Lombard, (c. 1100 – 1160),Pseudo-Dionysius:Paul of Tarsus:Avicenna:Hugh of Saint Victor:Peter Abelard:Augustine of Hippo:,William of Ockham:Gabriel Biel:Bonaventure:Albert the Great:Duns Scotus:Thomas Aquinas:,/wiki/Peter_Lombard,45.45,8.617
138,Gesell,,,Maurice Merleau-Ponty:,/wiki/Arnold_Gesell,44.34,-91.92444
139,Damon,,,Socrates:,/wiki/Damon_of_Athens,FILL,FILL
140,John Locke, (1632–1704),Grotius:Filmer:Bacon:Spinoza:Masham:Hobbes:Pufendorf:Descartes:,Berkeley:Jefferson:Voltaire:Hume:Kant:Rousseau:Shaftesbury:,/wiki/John_Locke,51.361,-2.763
141,Keble,,,John Henry Newman:,/wiki/John_Keble,51.708,-1.785
142,Livy,,,Niccolò Machiavelli:,/wiki/Livy,FILL,FILL
143,Emil Fackenheim, (1916–2003),Immanuel Kant:Martin Heidegger:Franz Rosenzweig:G. W. F. Hegel:F. W. J. Schelling:Leo Strauss:Baruch Spinoza:,James Doull:Douglas John Hall:,/wiki/Emil_Fackenheim,51.48278,11.96972
144,Pierre Bayle, (1647–1706),Descartes:Spinoza:,Gibbon:Berkeley:Maupertuis:Toland:Mandeville:Condorcet:Diderot:Voltaire:Vico:des Maizeaux:Hume:Frederick the Great:Jean-Jacques Rousseau:,/wiki/Pierre_Bayle,43.1514,1.3942
145,Hans Vaihinger, (1852–1933),Arthur Schopenhauer:Immanuel Kant:Friedrich Forberg:African Spir:Friedrich Nietzsche:,George Kelly:James Hillman:Alfred Adler:Hans Kelsen:,/wiki/Hans_Vaihinger,48.4312,9.069516
146,Porphyry (philosopher), (c. 232 – c. 304),Plotinus:Aristotle:Plato:Middle Platonism:,Isagoge:Neoplatonism:Sossianus Hierocles:Aristotelianism:Boethius:Scholasticism:,/wiki/Porphyry_(philosopher),33.27083,35.19611
147,Moltzer,,,Carl Jung:,/wiki/Maria_Moltzer,52.367,4.9
148,Kaspar von Schwenkfeld,,,Jakob Böhme:,/wiki/Caspar_Schwenckfeld,FILL,FILL
149,Jeremy Bentham, (1748–1832),Helvétius:Beccaria:Montesquieu:Adam Smith:Protagoras:John Locke:Hobbes:David Hume:Epicurus:,A. V. Dicey:Henry Sidgwick:Étienne Dumont:Michel Foucault:William Thompson:Francis Y. Edgeworth:John Stuart Mill:Robert Owen:Peter Singer:John Austin:H. L. A. Hart:Thomas Hodgskin:,/wiki/Jeremy_Bentham,51.50722,-0.1275
150,Thomas Young,,,Albert Einstein:,/wiki/Thomas_Young_(scientist),51.0221,-3.2489
151,Guttmann,,,Leo Strauss:,/wiki/Julius_Guttmann,FILL,FILL
152,Georg Lukács, (1885–1971),Immanuel Kant:Max Weber:Søren Kierkegaard:Wilhelm Dilthey:Friedrich Engels:Emil Lask:Georges Sorel:Karl Marx:Rosa Luxemburg:Georg Simmel:Vladimir Lenin:G. W. F. Hegel:,Costanzo Preve:Karl Polanyi:The Budapest School:Richard D. Wolff:Fredric Jameson:Imre Lakatos:Guy Debord:Leszek Kołakowski:Tom Rockmore:Sandra Harding:Lucien Goldmann:Karel Kosík:The Praxis School:Andrew Arato:Cornelius Castoriadis:Moishe Postone:The Frankfurt School:Walter Benjamin:Jean-Paul Sartre:,/wiki/Georg_Luk%C3%A1cs,47.4925,19.05139
153,C. L. R. James,,,Cornelius Castoriadis:,/wiki/C._L._R._James,10.633,-61.383
154,Book of Rites,,,Confucius:,/wiki/Book_of_Rites,FILL,FILL
155,Thomas Aquinas, (1225–1274),St. Paul:Aristotle:Anselm of Canterbury:Plato:Pseudo-Dionysius:Albertus Magnus:Averroes:Socrates:Cicero:Boethius:Al-Ghazali:Avicenna:Maimonides:Augustine of Hippo:,Western philosophy:Catholic theology:Protestant theology:,/wiki/Thomas_Aquinas,FILL,FILL
156,Afrikan Spir, (1837–1890),Descartes:Immanuel Kant:David Hume:J. S. Mill:,Gerardus Heymans:Leo Tolstoy:William James:Hans Vaihinger:Rudolf Steiner:Piero Martinetti:Max Müller:Friedrich Nietzsche:,/wiki/Afrikan_Spir,48.5,32.26667
157,Plotinus, (died 270),Numenius of Apamea:Aristotle:Plato:Middle Platonism:Heraclitus:Alexander of Aphrodisias:Ammonius Saccas:Empedocles:Neopythagoreanism:,Proclus:Simplicius:Christianity:Hierocles:Gemistus Pletho:Porphyry:Avicenna:Augustine:Pseudo-Dionysius:Damascius:Iamblichus:Origen:Henri Bergson:Johannes Scotus Eriugena:Arthur Schopenhauer:Renaissance Platonism:Arthur Drews:Traditionalist School:al-Kindi:Gnosticism:Boethius:Hypatia:Bonaventure:Julian:,/wiki/Plotinus,27.183,31.167
158,Cleanthes, (301–232 BC),Zeno of Citium:,Chrysippus:Sphaerus:,/wiki/Cleanthes,39.48778,26.33694
159,Abu al-Hasan al-Ash'ari,,,Fakhr al-Din al-Razi:,/wiki/Al-Ash%27ari,30.5,47.817
160,Jose Ferrater-Mora, (1912–1991),Jose Ortega y Gasset:Eugeni d'Ors:Miguel de Unamuno:Joaquín Xirau Palau:,Oscar Horta:,/wiki/Jose_Ferrater-Mora,41.383,2.183
161,James Ward (psychologist), (1843–1925),F. H. Bradley:,G. E. Moore:,/wiki/James_Ward_(psychologist),53.74444,-0.3325
162,Karl Rahner, (1904–1984),neo-Thomism:Immanuel Kant:Erich Przywara:Martin Heidegger:Joseph Maréchal:Ignatius of Loyola:Origen:Ludwig Feuerbach:Thomas Aquinas:Augustine of Hippo:,Tomas Halik:Herbert Vorgrimler:Kathryn Tanner:Catherine LaCugna:Francis A. Sullivan:Johann Baptist Metz:Jon Sobrino:,/wiki/Karl_Rahner,47.995,7.85
163,Christoph Gottfried Bardili,,,Karl Leonhard Reinhold:,/wiki/Christoph_Gottfried_Bardili,FILL,FILL
164,Aristophanes,,,Leo Strauss:,/wiki/Aristophanes,37.97,23.72
165,Neoplatonism,,,Avicenna:,/wiki/Neoplatonism,FILL,FILL
166,Johannes Scotus Eriugena, (c. 800–c. 880),Plato:St. Maximus the Confessor:St. Augustine of Hippo:Origen:Dionysius the Areopagite:Boethius:Cappadocian Fathers:,Berengar of Tours:School of Chartres:Nicholas of Cusa:St. Hildegard von Bingen:Honorius of Autun:Alain de Lille:St. Bernard of Clairvaux:Amaury of Bene:Georg Wilhelm Friedrich Hegel:Bernardus Silvestris:St. Thomas Aquinas:Israel the Grammarian:Peter Damian:,/wiki/Johannes_Scotus_Eriugena,FILL,FILL
167,Michel Foucault, (1926–1984),Klages:Hyppolite:Merleau-Ponty:Dumézil:Sade:Kant:Lagache:Canguilhem:Bataille:Barthes:Montaigne:Althusser:Bachelard:Freud:Deleuze:Nietzsche:Hegel:Marx:Artaud:Goffman:Blanchot:Heidegger:,Giorgio Agamben:Judith Butler:Stephen Greenblatt:David Halperin:Jacques Rancière:Edward Said:Pierre Bourdieu:Paul Rabinow:Gilles Deleuze:Félix Guattari:Hubert Dreyfus:Talal Asad:Saba Mahmood:,/wiki/Michel_Foucault,46.58,0.34
168,Bichat,,,Auguste Comte:,/wiki/Xavier_Bichat,46.2719,5.5333
169,Jacob Moleschott, (1822–1893),,Ivan Pavlov:,/wiki/Jacob_Moleschott,51.683,5.3
170,Daub,,,Ludwig Andreas Feuerbach:,/wiki/Karl_Daub,FILL,FILL
171,Socrates, (470–399 BC),Diotima:Archelaus:Anaxagoras:Damon:Prodicus:,Euclid of Megara:Plato:Phaedo of Elis:Aristippus:Xenophon:Western philosophy:Antisthenes:,/wiki/Socrates,FILL,FILL
172,Richard Dawkins,,,Daniel Dennett:,/wiki/Richard_Dawkins,-1.28639,36.81722
173,Edmund Schlink,,,Wolfhart Pannenberg:,/wiki/Edmund_Schlink,FILL,FILL
174,C. D. Broad, (1887–1971),G. E. Moore:Alfred North Whitehead:William Ernest Johnson:Bertrand Russell:John Locke:,A. J. Ayer:,/wiki/C._D._Broad,51.536,-0.248
175,Evangelista Torricelli,,,Robert Boyle:,/wiki/Evangelista_Torricelli,41.883,12.5
176,Irenaeus,,,John Hick:,/wiki/Irenaeus,FILL,FILL
177,August Böckh,,,Wilhelm Dilthey:,/wiki/August_B%C3%B6ckh,49.0092097,8.4039514
178,Johannes Trithemius,,,Paracelsus:,/wiki/Johannes_Trithemius,49.82583,6.90056
179,Bertrand Russell, (1872–1970),Moore:Stout:Shelley:James:Spinoza:Hume:Boole:Leibniz:De Morgan:Cantor:Sidgwick:Frege:Mill:Ward:Mach:Santayana:Euclid:Kant:Meinong:Whitehead:Peano:Wittgenstein:,Stephen Hawking:Jacob Bronowski:Robert Oppenheimer:Herbert A. Simon:Txillardegi:A. C. Grayling:Richard Dawkins:Moritz Schlick:Christopher Hitchens:Michael Albert:Paul Kurtz:Joseph Rotblat:Frank Wilczek:Alfred Tarski:Vienna Circle:Colin McGinn:John von Neumann:G. H. Hardy:Jawaharlal Nehru:Isaac Asimov:Donald Davidson:Aleksandr Solzhenitsyn:Marvin Minsky:Buckminster Fuller:A. J. Ayer:Kurt Grelling:John Maynard Keynes:Noam Chomsky:Sidney Hook:Che Guevara:Kurt Gödel:Nathan Salmon:Isaiah Berlin:Rudolf Carnap:Leon Chwistek:Andrei Sakharov:Ray Kurzweil:Karl Popper:Saul Kripke:Martin Gardner:Pervez Hoodbhoy:W. V. Quine:Hilary Putnam:Norbert Wiener:Albert Ellis:Alan Turing:James Joyce:Frank P. Ramsey:Bernard Williams:Thomas Kuhn:Ludwig Wittgenstein:Kurt Vonnegut:John Searle:Edward Said:Daniel Dennett:Carl Sagan:J. L. Austin:Tariq Ali:B. F. Skinner:,/wiki/Bertrand_Russell,51.74506,-2.7256
180,Claude Lévi-Strauss, (1908–2009),Hegel:Durkheim:Mauss:Saussure:Radcliffe-Brown:Morgan:Jakobson:Boas:Rousseau:,Lacan:Barthes:Leach:Bourdieu:Althusser:Derrida:Deleuze and Guattari:Descola:Clément:,/wiki/Claude_L%C3%A9vi-Strauss,50.85,4.35
181,Thomas Schelling,,,David Lewis (philosopher):,/wiki/Thomas_Schelling,37.80444,-122.27083
182,Protagoras, (c. 481 – 420 BC),Parmenides:Anaxagoras:Democritus:,Jeremy Bentham:Friedrich Nietzsche:F.C.S. Schiller:Plato:,/wiki/Protagoras,40.933,24.967
183,Joseph Joubert,,,Emil Cioran:,/wiki/Joseph_Joubert,FILL,FILL
184,J. A. Smith,,,R. G. Collingwood:,/wiki/John_Alexander_Smith,57.597,-4.428
185,"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury", (1671–1713),John Locke:Damaris Cudworth Masham:,Thomas Blackwell:Thomas Jefferson:,"/wiki/Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury",51.50722,-0.1275
186,Pythagoreanism,,,Empedocles:,/wiki/Pythagoreanism,FILL,FILL
187,Martin Heidegger, (1889–1976),Thomas of Erfurt:Hölderlin:Hartmann:Parmenides:Jakob von Uexküll:Rickert:Augustine:Aristotle:Husserl:Laozi:Kant:Duns Scotus:Dilthey:Plato:Aquinas:Heraclitus:Jaspers:Lask:Count Yorck:Kierkegaard:Hegel:Nietzsche:Brentano:Anaximander:,Marcel:Bultmann:Levinas:Borgmann:Harman:Patočka:Merleau-Ponty:Zubiri:Löwith:Strauss:Marcuse:Marion:Arendt:Gadamer:Dreyfus:El-Bizri:Kuki:Sloterdijk:Beaufret:Schürmann:Jonas:Derrida:Sartre:Agamben:Jaspers:Foucault:Norberg-Schulz:Rahner:Stiegler:Dugin:Habermas:Nancy:Blanchot:Rorty:Meillassoux:de Beauvoir:,/wiki/Martin_Heidegger,47.99278,9.1125
188,Talmud,,,Maimonides:,/wiki/Talmud,FILL,FILL
189,Edmund Burke, (1729–1797),Rockingham:Aristotle:Sir William Blackstone:Montesquieu:John Fisher:Michel de Montaigne:René Descartes:Thomas More:Edward Coke:John Selden:Cicero:John Milton:Saint Augustine:David Hume:Erasmus:Hugo Grotius:Joseph Butler:Thomas Aquinas:,Thomas Carlyle:Lord Acton:Slobodan Jovanović:William Hazlitt:William F Buckley:G. K. Chesterton:Samuel Taylor Coleridge:John Stuart Mill:John Maynard Keynes:Joseph de Maistre:Warren H. Carroll:William Wordsworth:Friedrich Hayek:Immanuel Kant:Russell Kirk:Alexis de Tocqueville:Hilaire Belloc:William Ewart Gladstone:John Henry Newman:Adam Smith:Thomas Babington Macaulay:C. H. Douglas:,/wiki/Edmund_Burke,FILL,FILL
190,Thomas Bayes,,,Richard C. Jeffrey:,/wiki/Thomas_Bayes,51.50722,-0.1275
191,Euclid,,,Adelard of Bath:,/wiki/Euclid,FILL,FILL
192,Francisco Sanches, (1551–1623),Sextus Empiricus:,Modern Philosophy:Pierre Bayle:,/wiki/Francisco_Sanches,42.04806,-8.64444
193,Georg Simmel, (1858–1918),Immanuel Kant:Max Weber:,Lewis A. Coser:Max Weber:Harrison White:Mark Granovetter:Emil Cioran:Georg Lukács:Barry Wellman:,/wiki/Georg_Simmel,52.52,13.405
194,György Mihály Vajda, (born 1935),György Lukács:,Andrew Arato:,/wiki/Gy%C3%B6rgy_Mih%C3%A1ly_Vajda,47.4925,19.05139
195,Maximilien Robespierre,,,Karl Marx:,/wiki/Maximilien_Robespierre,FILL,FILL
196,Mary Daly,,,Claudia Card:,/wiki/Mary_Daly,42.81417,-73.93722
197,Attalus,,,Seneca the Younger:,/wiki/Attalus_(Stoic),FILL,FILL
198,Ibn Abi Zar,,,Ibn Khaldun:,/wiki/Ibn_Abi_Zar,FILL,FILL
199,Ibn Qasi,,,Ibn Arabi:,/wiki/Abu-l-Qasim_Ahmad_ibn_al-Husayn_ibn_Qasi,FILL,FILL
200,Tabataba'i,,,Henry Corbin:,/wiki/Muhammad_Husayn_Tabatabai,38.067,46.3
201,Alexander Gottlieb Baumgarten, (1714–1762),Christian Wolff:Gottfried Leibniz:,Immanuel Kant:Johann Joachim Winckelmann:Georg Friedrich Meier:Johann Georg Sulzer:,/wiki/Alexander_Gottlieb_Baumgarten,52.52,13.405
202,Bessarion, (1403–1472),Gemistus Pletho:,John Argyropoulos:George of Trebizond:Theodore Gaza:Janus Lascaris:Regiomontanus:,/wiki/Bessarion,FILL,FILL
203,Joel Feinberg, (1926–2004),Ralph Barton Perry:John Stuart Mill:H.L.A. Hart:,Jules Coleman:,/wiki/Joel_Feinberg,42.33139,-83.04583
204,Augustine of Hippo, (354–430),Cyprian:Sallust:Lucan:Lactantius:Hilary of Poitiers:Socrates:Optatus:Anthony:Quintilian:Aristotle:Arnobius:Terence:Virgil:Monica:Ambrose:Cicero:Ticonius:Plato:Seneca the Younger:Stoicism:Plotinus:Paul:Horace:Victorinus:Ambrosiaster:Anaximander:,Western philosophy:Catholic theology:Protestant theology:,/wiki/Augustine_of_Hippo,FILL,FILL
205,Teichmüller,,,Rudolf Christoph Eucken:,/wiki/Gustav_Teichm%C3%BCller,52.267,10.517
206,Walter Benjamin, (1892–1940),Eric Gutkind:Kabbalah:Buber:Marx:Hölderlin:Brecht:Strauss:Bachofen:Novalis:Ludwig Klages:Rickert:Baudelaire:Lukács:Proust:Scholem:Kafka:Adorno:,Perret:Löwy:Derrida:Arendt:Sontag:Agamben:Nirenberg:Scholem:Taussig:Buck-Morss:Žižek:Adorno:,/wiki/Walter_Benjamin,52.52,13.405
207,Johann Georg Hamann, (1730–1788),Knutzen:Luther:Hume:William of Ockham:Henry VIII:Calvin:,Kierkegaard:Hegel:Jacobi:Kraus:Herder:Schelling:Milbank:Berlin:Wittgenstein:Goethe:,/wiki/Johann_Georg_Hamann,54.71667,20.51667
208,Maurras,,,Maurice Blanchot:,/wiki/Charles_Maurras,43.4053,5.0475
209,Mikhail Bakhtin, (1895–1975),Immanuel Kant:Fyodor Dostoyevsky:Søren Kierkegaard:Charles Darwin:Max Scheler:Ernst Cassirer:Karl Marx:Sigmund Freud:F. F. Zelinsky:Hermann Cohen:Friedrich Nietzsche:,Tzvetan Todorov:Julia Kristeva:,/wiki/Mikhail_Bakhtin,52.96861,36.06944
210,Amerigo Vespucci,,,Thomas More:,/wiki/Amerigo_Vespucci,43.783,11.25
211,Edgar S. Brightman, (1884–1953),William Ernest Hocking:Borden Parker Bowne:,L. Harold DeWolf:,/wiki/Edgar_S._Brightman,42.155,-71.00917
212,György Márkus,,,Ágnes Heller:,/wiki/Gy%C3%B6rgy_M%C3%A1rkus,47.4925,19.05139
213,Timothy Williamson, (born 1955),,Jason Stanley:John Hawthorne:,/wiki/Timothy_Williamson,59.85806,17.64472
214,Avicennism,,,Ibn Tufail:,/wiki/Avicennism,FILL,FILL
215,Xavier Zubiri, (1889–1983),Hegel:Aristotle:Suárez:Aquinas:Husserl: Ortega y Gasset:Leibniz:Kant:Heidegger:,Graham Harman:Enrique Dussel:Olavo de Carvalho:Frederick Wilhelmsen:Ignacio Ellacuría:,/wiki/Xavier_Zubiri,43.32139,-1.98556
