,name,birth,incoming_links,outgoing_links,page,latitude,longitude
216,Stanley Cavell, (1926–2018),Kierkegaard:Nietzsche:Thoreau:Emerson:Austin:Robert Warshow:Roger Sessions:Jean Renoir:Shakespeare:Thomas Kuhn:André Bazin:Northrop Frye:Rogers Albritton:Freud:Wittgenstein:Claude Esteban:Heidegger:,Robert Gardner:Rae Langton:Toril Moi:Stephen Mulhall:Michael Fried:Nikolas Kompridis:Sandra Laugier:Marc Shell:Nancy Bauer:David Macarthur:Arnold Davidson:Cornel West:Barbara Herman:Shoshana Felman:James F. Conant:Alice Crary:Claude Esteban:Arnaud Desplechin:Jay Cantor:Charles Bernstein:Terrence Malick:Hilary Putnam:Ross McElwee:Paul Guyer:Bernard Williams:Thomas Kuhn:Cora Diamond:Hent de Vries:Paul W. Franks:Vicki Hearne:,/wiki/Stanley_Cavell,33.74889,-84.39
217,John Wycliffe,,,Jan Hus:,/wiki/John_Wycliffe,54.38,-1.719
218,Alasdair MacIntyre, (born 1929),Aristotle:Imre Lakatos:Søren Kierkegaard:John Henry Newman:Edith Stein:Thomas Kuhn:G. E. M. Anscombe:Karl Barth:Karl Marx:Ludwig Wittgenstein:Friedrich Nietzsche:G. W. F. Hegel:Thomas Aquinas:R. G. Collingwood:Augustine of Hippo:,radical orthodoxy:Stanley Hauerwas:Christian Smith:postliberal theology:Edward Feser:,/wiki/Alasdair_MacIntyre,55.860916,-4.251433
219,Shklar,,,John Rawls:,/wiki/Judith_N._Shklar,56.94889,24.10639
220,Stekel,,,Jean-Paul Sartre:,/wiki/Wilhelm_Stekel,48.267,26.133
221,Kuno Fischer, (1824–1907),Immanuel Kant:G. W. F. Hegel:,Wilhelm Windelband:Gottlob Frege:John Pentland Mahaffy:,/wiki/Kuno_Fischer,51.667,16.55
222,Beccaria,,,Jeremy Bentham:,/wiki/Cesare_Beccaria,45.46694,9.19
223,Yang,,,Max Stirner:,/wiki/Yang_Zhu,FILL,FILL
224,Richard B. Brandt, (1910–1997),,Peter Railton:Allan Gibbard:,/wiki/Richard_B._Brandt,39.44583,-83.82917
225,Stephen Stich, (born 1944),Gilbert Harman:W. V. O. Quine:Nelson Goodman:,Shaun Nichols:Ron Mallon:,/wiki/Stephen_Stich,FILL,FILL
226,Nikolai Berdyaev, (1874–1948),Nietzsche:Solovyov:Baader:Hegel:Sergey Bulgakov:Seraphim of Sarov:Khomyakov:Lev Shestov:Semyon Frank:Dostoyevsky:Leontiev:Böhme:Kant:,Ellul:Marcel:Sergey Bulgakov:Mortimer J. Adler:Kroner:Huxley:Watts:Džalto:Semyon Frank:Ivan Devčić:Maurin:,/wiki/Nikolai_Berdyaev,50.13,30.65667
227,Émile Boutroux,,,Maurice Blondel:,/wiki/%C3%89mile_Boutroux,48.8172,2.3219
228,Jean Hyppolite, (1907–1968),Jean Cavaillès:Karl Marx:Georg Wilhelm Friedrich Hegel:,Jacques Derrida:Michel Foucault:Alain Badiou:Gilles Deleuze:Étienne Balibar:Gérard Granel:,/wiki/Jean_Hyppolite,45.4467,-0.4336
229,Hermann Cohen, (1842–1918),Friedrich Albert Lange:Friedrich Adolf Trendelenburg:,Ernst Cassirer:Henry E. Allison:Paul Natorp:Leo Strauss:Peter Strawson:Martin Buber:,/wiki/Hermann_Cohen,51.883,12.433
230,Maxie Clarence Maultsby Jr.,,,B. F. Skinner:,/wiki/Maxie_Clarence_Maultsby_Jr.,30.433,-87.2
231,Jacobus Golius,,,René Descartes:,/wiki/Jacobus_Golius,FILL,FILL
232,Neo-Kantianism,,,Leonard Nelson:,/wiki/Neo-Kantianism,FILL,FILL
233,Marcel Mauss,,,Georges Bataille:,/wiki/Marcel_Mauss,48.1744,6.4512
234,Abraham,,,Søren Kierkegaard:,/wiki/Abraham,FILL,FILL
235,Ernst Mally, (1879–1944),Louis Couturat:Ernst Schröder:Alexius Meinong:,Edward N. Zalta:,/wiki/Ernst_Mally,46.233,14.367
236,Jean Piaget, (1896–1980),Immanuel Kant:Pierre Janet:Alfred Binet:Théodore Simon:James Mark Baldwin:Henri Bergson:Carl Jung:Sabina Spielrein:,Howard Gardner:Robert Kegan:John Flavell:Seymour Papert:Thomas Kuhn:Yann LeCun:Shlomo Wolbe:Lev Vygotsky:Jerome Bruner:Jordan Peterson:Bärbel Inhelder:Kenneth Kaye:Lawrence Kohlberg:,/wiki/Jean_Piaget,47.0,6.933
237,Horace W. B. Joseph,,,Brand Blanshard:,/wiki/H._W._B._Joseph,FILL,FILL
238,Frederic Fitch,,,Nuel Belnap:,/wiki/Frederic_Fitch,FILL,FILL
239,Susan Griffin,,,Claudia Card:,/wiki/Susan_Griffin,34.05,-118.25
240,Nicos Poulantzas, (1936–1979),Leon Trotsky:Eurocommunism:Karl Marx:Vladimir Lenin:Rosa Luxemburg:Evgeny Pashukanis:Louis Althusser:Jean-Paul Sartre:Antonio Gramsci:,John Holloway:James C. Scott:Bob Jessop:,/wiki/Nicos_Poulantzas,37.98417,23.72806
241,Alfred Bray Kempe,,,Josiah Royce:,/wiki/Alfred_Kempe,51.5,-0.19
242,Nikolai Chernyshevsky, (1828–1889),Mill:Fourier:Hegel:Sechenov:Proudhon:Belinsky:Feuerbach:Blanc:Comte:Nekrasov:Schelling:Malthus:Herzen:Considérant:Ricardo:Smith:Rousseau:Lamarck:,Antonovich:Pisarev:Dobrolyubov:Lenin:Tkachev:Russian Marxists:Mikhaylovsky:Marković:Nechayev:Lavrov:Kropotkin:Plekhanov:Goldman:,/wiki/Nikolai_Chernyshevsky,51.533,46.017
243,Abdul Qadir Gilani,,,Ibn Taymiya:,/wiki/Abdul_Qadir_Gilani,37.2774,49.589
244,Basil of Caesarea,,,John of Damascus:,/wiki/Basil_of_Caesarea,FILL,FILL
245,Heine,,,Lev Shestov:,/wiki/Heinrich_Heine,FILL,FILL
246,Watsuji Tetsuro, (1889–1960),Kierkegaard:Hegel:Aristotle:Nietzsche:Kyoto School:Nishida:Sōseki:Confusius:Heidegger:,Yuasa:Berque:Umehara:Nakamura:,/wiki/Watsuji_Tetsuro,34.817,134.683
247,David Kaplan (philosopher), (born 1933),Rudolf Carnap:Alonzo Church:Saul Kripke:Richard Montague:Bertrand Russell:Gottlob Frege:,Nathan Salmon:C. Anthony Anderson:John Perry (philosopher):,/wiki/David_Kaplan_(philosopher),FILL,FILL
248,Harold Arthur Prichard,,,J. L. Austin:,/wiki/H._A._Prichard,51.50722,-0.1275
249,Enlightenment,,,Aristotle:,/wiki/Age_of_Enlightenment,FILL,FILL
250,Thorstein Veblen,,,Jean Baudrillard:,/wiki/Thorstein_Veblen,44.10333,-87.85778
251,Kyoto School,,,Watsuji Tetsuro:,/wiki/Kyoto_School,FILL,FILL
252,Feuerbach,,,Mikhail Bakunin:,/wiki/Ludwig_Feuerbach,48.53972,12.15083
253,Gianni Vattimo, (born 1936),John Caputo:Luigi Pareyson:Martin Heidegger:Karl Marx:Hans-Georg Gadamer:Karl Löwith:Friedrich Nietzsche:Richard Rorty:,Mario Kopić:Lorenzo Ferrero:Richard Rorty:Stefan Lorenz Sorgner:Maurizio Ferraris:,/wiki/Gianni_Vattimo,45.07917,7.67611
254,Weierstrass,,,Edmund Husserl:,/wiki/Karl_Weierstrass,51.83667,8.02556
255,Durandus of Saint-Pourçain,,,William of Ockham:,/wiki/Durandus_of_Saint-Pour%C3%A7ain,FILL,FILL
256,Abel Rey,,,Gaston Bachelard:,/wiki/Abel_Rey,FILL,FILL
257,Rachel Carson,,,Arne Næss:,/wiki/Rachel_Carson,FILL,FILL
258,Pollock,,,Max Horkheimer:,/wiki/Friedrich_Pollock,FILL,FILL
259,Campbell,,,Karl Popper:,/wiki/Donald_T._Campbell,42.25111,-84.20889
260,Michael Oakeshott, (1901–1990),Dilthey:Hegel:Aristotle:Tönnies:Simmel:Plato:Burke:Bradley:Pater:Hobbes:Spinoza:Kant:Collingwood:,Andrew Sullivan:Maurice Cowling:Richard E. Flathman:J. G. A. Pocock:Gertrude Himmelfarb:Hayden White:Margaret Thatcher:John N. Gray:Leo Strauss:,/wiki/Michael_Oakeshott,51.358155,0.1278
261,William of Ockham, (c. 1285–1349),Petrus Aureolus:Aristotle:Anselm of Canterbury:Duns Scotus:Henry Harclay:Durandus of Saint-Pourçain:Peter Abelard:Thomas Aquinas:,John Wycliffe:Thomas Hobbes:Gabriel Biel:Martin Luther:Jean Buridan:John Calvin:René Descartes:Gregory of Rimini:Bertrand Russell:Albert of Saxony:Henry VIII:Adam de Wodeham:,/wiki/William_of_Ockham,51.298,-0.461
262,Gustave Flaubert,,,Avital Ronell:,/wiki/Gustave_Flaubert,FILL,FILL
263,Maurice Blanchot, (1907–2003),Nietzsche:Lautréamont:Bataille:Levinas:Hölderlin:Sade:Maurras:Mallarmé:Heidegger:Kafka:,de Man:Barthes:Joris:Auster:Kofman:Hill:Derrida:Beckett:Nancy:Foucault:Deleuze:Kopić:,/wiki/Maurice_Blanchot,46.7636,5.1589
264,Desiderius Erasmus, (1466–1536),Augustine of Hippo:Aristotle:Jerome:Plato:Epicureanism:Giovanni Pico della Mirandola:John Colet:Alexander Hegius:Jan Standonck:Socrates:Thomas Aquinas:Dante:Cicero:,John Milton:John Calvin:St. Francis De Sales:Huldrych Zwingli:St. Philip Neri:Jacob Milich:St. Charles Borromeo:St. John Fisher:St. Ignatius of Loyola:St. Francis Xavier:St. Teresa of Ávila:William Tyndale:St. Pius V:Martin Luther:St. John Henry Newman:John Colet:St. Peter Canisius:St. Thomas More:Wolfgang Capito:Henry VIII:St. Robert Bellarmine:,/wiki/Desiderius_Erasmus,51.917,4.5
265,Henry Sidgwick, (1838–1900),John Stuart Mill:David Hume:Jeremy Bentham:,J. J. C. Smart:Derek Parfit:R. M. Hare:Mordecai Kaplan:Alfred Marshall:G. E. Moore:Hastings Rashdall:Bertrand Russell:John Rawls:Arthur Cecil Pigou:Peter Singer:,/wiki/Henry_Sidgwick,53.962529,-2.016305
266,Max Picard,,,Gaston Bachelard:,/wiki/Max_Picard,FILL,FILL
267,Ian Hacking, (born 1936),J. L. Austin:Michel Foucault:Thomas Kuhn:Paul Feyerabend:Ludwig Wittgenstein:Charles Sanders Peirce:Casimir Lewy:Nelson Goodman:,David Papineau:,/wiki/Ian_Hacking,49.26083,-123.11389
268,Gerhard von Rad,,,Wolfhart Pannenberg:,/wiki/Gerhard_von_Rad,49.45389,11.0775
269,"Charles de Secondat, Baron de Montesquieu", (1689–1755),Aristotle:Thomas Hobbes:18th-century English constitution:René Descartes:John Locke:Nicolas Malebranche:Jean Bodin:Polybius:Cicero:,Edmund Burke:United States Constitution:G.W.F. Hegel:Émile Durkheim:Jean de Sismondi:Hannah Arendt:Prosper de Barante:Adam Ferguson:Thomas Paine:Alexis de Tocqueville:David Hume:Rousseau:,"/wiki/Charles_de_Secondat,_Baron_de_Montesquieu",44.67917,-0.544361
270,Ursula K. Le Guin,,,Fredric Jameson:,/wiki/Ursula_K._Le_Guin,FILL,FILL
271,Immanuel Kant, (1724–1804),Crusius:Aristotle:Plato:Locke:Baumgarten:Wolff:Empiricus:Lucretius:Hamann:Newton:Swedenborg:Euclid:Leibniz:Rousseau:Tetens:Hume:Smith:Descartes:,Herder:Zeller:Beck:Larijani:Maimon:Guyer:Spir:Frege:Rawls:Bolzano:Schelling:Schlegel:Beneke:Carnap:Popper:Jaspers:Western philosophy:Reinhold:Hegel:Jacobi:Fichte:Habermas:Peirce:Schleiermacher:Heidegger:Schopenhauer:,/wiki/Immanuel_Kant,54.71667,20.51667
272,Altmann,,,Leo Strauss:,/wiki/Alexander_Altmann,FILL,FILL
273,Lysander Spooner, (1808–1887),Proudhon:Warren:Greene:Andrews:Tucker:,Rothbard:Barnett:,/wiki/Lysander_Spooner,FILL,FILL
274,Adam Smith, (1723–1790),Aristotle:Locke:Burke:Hutcheson:Mandeville:Cantillon:Quesnay:Hume:,Keynes:Say:Proudhon:Sowell:Mises:Mill:Nash:Rand:Bastiat:George:Rothbard:Chomsky:Krugman:Ricardo:Sieyès:Hegel:Sismondi:Marx:Friedman:Comte:Malthus:Hodgskin:Hayek:Saint-Simon:,/wiki/Adam_Smith,56.11073,-3.16737
275,Petar II Petrović-Njegoš, (1813–1851),Pushkin:Danilo I:Milton:Hesiod:Byron:Sarajlija:Serbian epic poetry:Homer:Dante:,Young Bosnia:Radičević:Kiš:Brković:Brajković:Ljubiša:Andrić:Serbian epic poetry:Skerlić:Djilas:Sekulić:Mažuranić:S. Ćorović:M. Miljanov:Kostić:Bećković:Simonović:Nikola I:Jakšić:Ilić:Gaćinović:Amfilohije:Crnjanski:Velimirović:Princip:Ljubibratić:,/wiki/Petar_II_Petrovi%C4%87-Njego%C5%A1,42.4331,18.8283
276,Francis Bacon, (1561–1626),Aristotle:Paracelsus:Telesio:Plato:Biringuccio:Roger Bacon:William Gilbert:Michel de Montaigne:Palissy:Machiavelli:Cicero:,Feliks Koneczny:Thomas Hobbes:Isaac Newton:John Locke:Voltaire:Thomas Jefferson:Basil Montagu:Robert Boyle:Encyclopédistes:Jean-Jacques Rousseau:William Petty:,/wiki/Francis_Bacon,FILL,FILL
277,Paul Gerhard Natorp, (1854–1924),Hermann Cohen:Ernst Laas:,José Ortega y Gasset:Rabindranath Tagore:Edmund Husserl:Ernst Cassirer:Martin Heidegger:Karl Barth:Hans-Georg Gadamer:,/wiki/Paul_Gerhard_Natorp,51.233,6.783
278,Mary Moody Emerson,,,Ralph Waldo Emerson:,/wiki/Mary_Moody_Emerson,FILL,FILL
279,von Hellwald,,,Friedrich Nietzsche:,/wiki/Friedrich_von_Hellwald,FILL,FILL
280,al-Hallaj,,,Ibn Sabin:,/wiki/Al-Hallaj,29.625,52.53167
281,Samuel Pufendorf, (1632–1694),René Descartes:Hugo Grotius:Erhard Weigel:Thomas Hobbes:,Christian Thomasius:,/wiki/Samuel_Pufendorf,50.61667,12.8
282,John Anderson (philosopher), (1893–1962),Henry Jones:G. E. Moore:Heraclitus:Bertrand Russell:Samuel Alexander:,John Passmore:David Stove:Hedley Bull:J. L. Mackie:A. J. Baker:Eugene Kamenka:David Armstrong:,/wiki/John_Anderson_(philosopher),55.69683,-3.98239
283,New Testament,,,Hildegard of Bingen:,/wiki/New_Testament,FILL,FILL
284,Paul Churchland, (born 1942),Patricia Churchland:Karl Popper:Thomas Kuhn:Paul Feyerabend:Wilfred Sellars:W. V. O. Quine:,Ray Brassier:Patricia Churchland:,/wiki/Paul_Churchland,49.26083,-123.11389
285,Friedrich Nietzsche, (1844–1900),Hölderlin:Herder:Parmenides:Shakespeare:Sainte-Beuve:Mainländer:Sophocles:Socrates:Herzen:Dostoyevsky:Bourget:Spinoza:Spir:Milesian School:Machiavelli:Mill:Aeschylus:Rée:Ortlepp:Euripides:Diogenes Laërtius:Zoroaster:Strauss:von Hellwald:Wagner:Renan:Baudelaire:Hesiod:Kant:Teichmüller:Plato:Stendhal:Montaigne:Heraclitus:Feuerbach:Darwin:Cervantes:Goethe:Epicurus:Pindar:Thucydides:Homer:Maupassant:Bahnsen:Hegel:Spencer:Theognis of Megara:Emerson:Lange:Burckhardt:Archilochus:Xenophon:French Moralists:Schopenhauer:,Auden:Unamuno:Hesse:Ricœur:Spengler:Strindberg:Hamsun:Asad:Klossowski:Sarah Kofman:Adorno:Cioran:Tönnies:Weizmann:Rand:Brandes:Strauss:Campbell:Willard:Mencken:Camus:Proust:Bataille:Buber:Unger:Shestov:Steiner:Derrida:Jung:Malraux:Sartre:Stevens:Iqbal:Foucault:Malaka:Yeats:Deleuze:Nehamas:Rogers:Kaufmann:MacIntyre:Tillich:Adler:Castoriadis:Blanchot:Mann:Heidegger:Weber:,/wiki/Friedrich_Nietzsche,51.24083,12.11611
286,Robert Warshow,,,Stanley Cavell:,/wiki/Robert_Warshow,FILL,FILL
287,John Cook Wilson, (1849–1915),T. H. Green:,W. D. Ross:H. A. Prichard:,/wiki/John_Cook_Wilson,52.95,-1.15
288,Christian Jakob Kraus,,,Jakob Sigismund Beck:,/wiki/Christian_Jakob_Kraus,53.7,19.967
289,Ticonius,,,Augustine of Hippo:,/wiki/Ticonius,FILL,FILL
290,Fernando Pessoa,,,Alain Badiou:,/wiki/Fernando_Pessoa,FILL,FILL
291,Carl Gustav Hempel, (1905–1997),Rudolf Carnap:Hans Reichenbach:,Lawrence Sklar:Philip Kitcher:Wesley C. Salmon:Richard Jeffrey:John Earman:Robert Nozick:Jaegwon Kim:Peter Achinstein:Nelson Goodman:,/wiki/Carl_Gustav_Hempel,52.75444,13.23694
292,Rockingham,,,Edmund Burke:,"/wiki/Charles_Watson-Wentworth,_2nd_Marquess_of_Rockingham",FILL,FILL
293,Aron,,,Pierre Bourdieu:,/wiki/Raymond_Aron,48.856613,2.352222
294,Muhammad ibn Karram,,,Ibn Taymiya:,/wiki/Ibn_Karram,FILL,FILL
295,Nicolas-Edme Rétif,,,Charles Fourier:,/wiki/Nicolas_Restif_de_la_Bretonne,FILL,FILL
296,William James, (1842–1910),Afrikan Spir:Emanuel Swedenborg:F. C. S. Schiller:Pierre Janet:Bernhard Riemann:Ernst Mach:Charles Bernard Renouvier:Hermann Helmholtz:John Stuart Mill:Charles Sanders Peirce:David Hartley:David Hume:Louis Agassiz:Jules Lequier:William Kingdon Clifford:,Marilynne Robinson:Émile Durkheim:W. E. B. Du Bois:C. Wright Mills:William Sheldon:Robert Frost:Alfred North Whitehead:Bertrand Russell:John Dewey:Henri Bergson:Edwin Holt:F. C. S. Schiller:Edmund Husserl:Alfred Schütz:George Santayana:Hilary Putnam:Gertrude Stein:Morris Raphael Cohen:Antonio Damasio:Jimmy Carter:Richard Rorty:,/wiki/William_James,FILL,FILL
297,Baudelaire,,,Theodor Adorno:,/wiki/Charles_Baudelaire,FILL,FILL
298,Abu Hanifa,,,Shah Wali Allah:,/wiki/Abu_Hanifa,FILL,FILL
299,Heinrich Rickert, (1863–1936),Johann Gottlieb Fichte:Wilhelm Windelband:Immanuel Kant:Alois Riehl:,Max Weber:Edmund Husserl:Ernst Bloch:George Vernadsky:Emil Lask:Walter Benjamin:Martin Heidegger:,/wiki/Heinrich_Rickert,FILL,FILL
300,Imre Lakatos, (1922–1974),Hegel:de:Marx:Feyerabend:Lenin:Szabó:Popper:Kuhn:Lukács:Pólya:,Feyerabend:Chalmers:Corfield:Worrall:Murphy:Sloman:Gillies:Meehl:Milner:,/wiki/Imre_Lakatos,47.52997,21.63916
301,Henri Bergson, (1859–1941),Arthur Schopenhauer:Immanuel Kant:Charles Darwin:Gottfried Wilhelm Leibniz:William James:Herbert Spencer:Spinoza:Plotinus:Maine de Biran:Félix Ravaisson-Mollien:,Henry Miller:Vladimir Jankélévitch:Emmanuel Levinas:Émile Bréhier:Nikos Kazantzakis:Maurice Merleau-Ponty:Emmanuel Mounier:Guy Debord:Jawaharlal Nehru:Robert Frost:Necip Fazıl Kısakürek:Alfred North Whitehead:Marcel Proust:Aldous Huxley:Liang Shuming:Édouard Le Roy:Michel Aflaq:Alfred Schütz:Anna-Teresa Tymieniecka:Muhammad Iqbal:Gabriel Marcel:Jacques Maritain:Vladimir Nabokov:Nurettin Topçu:Wyndham Lewis:Gilles Deleuze:Jean-Paul Sartre:,/wiki/Henri_Bergson,48.856613,2.352222
302,Antonio Labriola, (1843–1904),Hegel:Herbart:Marx:,Leon Trotsky:Georges Sorel:Benedetto Croce:Amadeo Bordiga:Antonio Gramsci:,/wiki/Antonio_Labriola,41.5,13.833
303,Benedetto Croce, (1866–1952),Giovanni Gentile:Immanuel Kant:Friedrich Wilhelm Joseph Schelling:Georg Wilhelm Friedrich Hegel:Johann Gottlieb Fichte:Francesco de Sanctis:Giambattista Vico:Antonio Labriola:Jean-Jacques Rousseau:,Giovanni Gentile:Carlo Rosselli:Giorgio Bassani:José Carlos Mariátegui:Georges Sorel:Guido De Ruggiero:Eugenio Montale:George Mosse:Julius Evola:R. G. Collingwood:Antonio Gramsci:,/wiki/Benedetto_Croce,FILL,FILL
304,Yajnavalkya, (c. 1800 BC),Aruni:,Indian philosophy:,/wiki/Yajnavalkya,FILL,FILL
305,Simone Weil, (1909–1943),Charles Darwin:Thomas More:Socrates:Voltaire:Alain:Jean-Jacques Rousseau:Aristotle:Bhagavad Gita:David Hume:Erasmus:Baruch Spinoza:Augustine of Hippo:Immanuel Kant:Plato:New Testament:Karl Marx:Homer:John Fisher:Michel de Montaigne:René Descartes:Sigmund Freud:Louise Michel:Friedrich Nietzsche:Edward Gibbon:Thomas Aquinas:,Diogenes Allen:Dorothy Day:Anne Carson:Flannery O'Connor:Roger Scruton:Cornel West:Susan Sontag:Christian Wiman:Giorgio Agamben:Thomas Merton:Jean-Luc Godard:Dewi Zephaniah Phillips:Iris Murdoch:János Pilinszky:Pope Paul VI:Peter Winch:Czesław Miłosz:Albert Camus:Timothy Keller:Pankaj Mishra:Pope Francis:,/wiki/Simone_Weil,48.856613,2.352222
306,Bhagavad Gita,,,Simone Weil:,/wiki/Bhagavad_Gita,FILL,FILL
307,Richard Taylor (philosopher), (1919–2003),Arthur Schopenhauer:,David Foster Wallace:,/wiki/Richard_Taylor_(philosopher),42.56056,-84.83472
308,Cicero, (106 BC–43 BC),Philo of Larissa:Panaetius:Socrates:Plato:,Western philosophy:,/wiki/Cicero,41.64778,13.60972
309,Maurice Merleau-Ponty, (1908–1961),Marcel:Brunschvicg:Uexküll:Malebranche:Chardin:Driesch:Schelling:Husserl:Köhler:Proust:Kojève:Kant:Descartes:Tinbergen:Fink:Lacan:Bergson:Mounier:Saussure:Whitehead:Darwin:Heraclitus:Koffka:Sartre:Beauvoir:Bachelard:Freud:Plotinus:Schilder:Coghill:Nietzsche:Hegel:Lévi-Strauss:Marx:Klein:Gesell:Scheler:Heidegger:Weber:Piaget:,Varela:Zahavi:Diprose:Harman:Lefort:Young:Ricoeur:Schillebeeckx:Lawlor:Simondon:Abram:Crowther:Gallagher:Giorgi:McClamrock:Bourdieu:Vesely:Hillman:Dreyfus:Henry:El-Bizri:Irigaray:Lacan:Butler:Polanyi:Virilio:Thảo:Thompson:Danto:Sartre:Ihde:Foucault:Manha:Guenther:Deleuze:Edie:Ahmed:Johnson:Kompridis:Clark:Barbaras:Castoriadis:Laplanche:,/wiki/Maurice_Merleau-Ponty,45.9421,-0.9588
310,Philipp Mainländer,,,Emil Cioran:,/wiki/Philipp_Mainl%C3%A4nder,50.1,8.8
311,Osho,,,Peter Sloterdijk:,/wiki/Rajneesh,23.317,77.783
312,Jan Hus, (1369–1415),John Wycliffe:Conrad Waldhauser:,John Wesley:Martin Luther:John Calvin:Henry VIII:Savonarola:Jerome of Prague:,/wiki/Jan_Hus,49.055,13.98694
313,Gilbert White,,,Charles Darwin:,/wiki/Gilbert_White,51.097,-0.942
314,Estius,,,Antoine Arnauld:,/wiki/Willem_Hessels_van_Est,51.830556,4.974167
315,Zisi,,,Mencius:,/wiki/Zisi,FILL,FILL
316,Alfred Weber,,,Erich Fromm:,/wiki/Alfred_Weber,50.98333,11.03333
