,name,birth,incoming_links,outgoing_links,page,latitude,longitude
317,Friedrich Adolf Trendelenburg, (1802–1872),Karl Leonhard Reinhold:Friedrich Schleiermacher:Aristotle:Immanuel Kant:de:Georg Wilhelm Friedrich Hegel:Johann Erich von Berger:,Søren Kierkegaard:Wilhelm Dilthey:Franz Brentano:Friedrich Paulsen:Hermann Cohen:G. S. Morris:Gottlob Frege:Rudolf Christoph Eucken:Ernst Laas:,/wiki/Friedrich_Adolf_Trendelenburg,54.13778,10.61806
318,Blanc,,,Nikolai Chernyshevsky:,/wiki/Louis_Blanc,40.417,-3.717
319,Connan,,,John Selden:,/wiki/Fran%C3%A7ois_Connan,FILL,FILL
320,Simone Porzio,,,Lucilio Vanini:,/wiki/Simone_Porzio,FILL,FILL
321,Friedrich Karl von Savigny, (1779–1861),Gustav Hugo:,August von Bethmann-Hollweg:,/wiki/Friedrich_Karl_von_Savigny,50.117,8.683
322,Georg Henrik von Wright, (1916–2003),Jürgen Habermas:Eino Kaila:G. E. Moore:Ludwig Wittgenstein:Oswald Spengler:Charles Sanders Peirce:R. B. Braithwaite:,Peter Hacker:Karl-Otto Apel:,/wiki/Georg_Henrik_von_Wright,60.17083,24.9375
323,Neopythagoreanism,,,Iamblichus (philosopher):,/wiki/Neopythagoreanism,FILL,FILL
324,Lagache,,,Michel Foucault:,/wiki/Daniel_Lagache,FILL,FILL
325,Susanne Langer, (1895–1985),Cassirer:Whitehead:Schopenhauer:,Clifford Geertz:Howard Gardner:Neo-Concrete Movement:Bernard Lonergan:,/wiki/Susanne_Langer,40.783,-73.967
326,Eduard Meyer,,,Eric Voegelin:,/wiki/Eduard_Meyer,FILL,FILL
327,Kurt Goldstein,,,Georges Canguilhem:,/wiki/Kurt_Goldstein,FILL,FILL
328,Michelet,,,Roland Barthes:,/wiki/Jules_Michelet,FILL,FILL
329,Schoenberg,,,Theodor Adorno:,/wiki/Arnold_Schoenberg,FILL,FILL
330,Joseph Maréchal, (1878–1944),Immanuel Kant:Thomas Aquinas:,Karl Rahner:Richard De Smet:Bernard Lonergan:,/wiki/Joseph_Mar%C3%A9chal,50.4,4.433
331,Rupert Cross,,,Ronald Dworkin:,/wiki/Rupert_Cross,FILL,FILL
332,Donald Cary Williams, (1899–1983),George Santayana:Ralph Barton Perry:Bernard Bosanquet:Edwin B. Holt:Bertrand Russell:Samuel Alexander:,Paul Fitzgerald:D. M. Armstrong:Nicholas Wolterstorff:Keith Campbell:David Stove:David Lewis:John Bacon:,/wiki/Donald_Cary_Williams,37.39472,-121.08444
333,individualist anarchism,,,Michel Onfray:,/wiki/Individualist_anarchism,FILL,FILL
334,Joseph Butler, (1692–1752),Plato:Thomas Hobbes:Samuel Clarke:John Locke:Francis Hutcheson:,Edmund Burke:C. S. Lewis:David Seabury:David Hume:Jeremy Bentham:John Warwick Montgomery:Adam Smith:Thomas Reid:William Paley:,/wiki/Joseph_Butler,FILL,FILL
335,Sarajlija,,,Petar II Petrović-Njegoš:,/wiki/Sima_Milutinovi%C4%87_Sarajlija,FILL,FILL
336,Genesis,,,Hildegard of Bingen:,/wiki/Genesis_creation_narrative,FILL,FILL
337,Thomas Reid, (1710–1796),David Hume:Thomas Aquinas:George Berkeley:Cicero:,Victor Cousin:Dugald Stewart:Roderick Chisholm:William L. Rowe:William James:G. E. Moore:James Frederick Ferrier:Charles Hodge:Michael Huemer:Keith DeRose:Arthur Schopenhauer:Alvin Plantinga:William Alston:David Hartley:Keith Lehrer:C. S. Peirce:Nicholas Wolterstorff:James Beattie:George Elder Davie:Michael Bergmann:,/wiki/Thomas_Reid,57.02048,-2.53855
338,Henri Atlan,,,Edgar Morin:,/wiki/Henri_Atlan,36.46861,2.83194
339,Alfred North Whitehead, (1861–1947),Aristotle:Francis Herbert Bradley:Immanuel Kant:Plato:George Santayana:Gottfried Wilhelm Leibniz:Isaac Newton:William James:John Locke:John Dewey:Henri Bergson:David Hume:,C. D. Broad:F. S. C. Northrop:Michel Weber:Conrad Hal Waddington:Sewall Wright:Maurice Merleau-Ponty:Talcott Parsons:Ilya Prigogine:John Lighton Synge:David Bohm:Donald Davidson:Wilfred Eade Agar:Bertrand Russell:James Luther Adams:Ervin László:Wolfgang Smith:W. V. O. Quine:Eric Voegelin:Ken Wilber:Milič Čapek:Susanne Langer:Gilles Deleuze:B. F. Skinner:Jules Vuillemin:,/wiki/Alfred_North_Whitehead,51.336,1.416
340,Gaius Memmius,,,Lucretius:,/wiki/Gaius_Memmius_(poet),FILL,FILL
341,Piero Sraffa,,,Ludwig Wittgenstein:,/wiki/Piero_Sraffa,45.07917,7.67611
342,Chungliang Al Huang,,,Alan Watts:,/wiki/Chungliang_Al_Huang,FILL,FILL
343,Michel Henry, (1922–2002),Wahl:Husserl:Gouhier:Hyppolite:Biran:Meister Eckhart:Alquié:,Marion:,/wiki/Michel_Henry,20.865139,106.683833
344,Ernst Niekisch,,,Francis Parker Yockey:,/wiki/Ernst_Niekisch,FILL,FILL
345,Anneliese Maier,,,Thomas Samuel Kuhn:,/wiki/Anneliese_Maier,FILL,FILL
346,Gabriel Marcel, (1887–1973),Edmund Husserl:Søren Kierkegaard:Martin Heidegger:Josiah Royce:François Mauriac:Henri Bergson:Nikolai Berdyaev:Friedrich Schelling:Martin Buber:,Pierre Boutang:Jean Wahl:Paul Ricœur:Walker Percy:Emmanuel Levinas:John Paul II:,/wiki/Gabriel_Marcel,48.856613,2.352222
347,Hypatia of Alexandria, (370–415),Plotinus:Aristotle:Theon of Alexandria:Plato:,Synesius of Cyrene:Damascius:,/wiki/Hypatia_of_Alexandria,31.2,29.917
348,Charles Hartshorne, (1897–2000),Josiah Royce:Alfred North Whitehead:William Ernest Hocking:Charles Sanders Peirce:Jules Lequier:,Donald W. Viney:John B. Cobb:David Ray Griffin:,/wiki/Charles_Hartshorne,40.82,-79.52139
349,Søren Kierkegaard, (1813–1855),Hegel:Mozart:Plato:Wolff:Shakespeare:Hamann:Abraham:Diogenes:Schelling:Luther:Socrates:Olsen:Heiberg:Møller:Goethe:Lessing:Kant:Descartes:,Marcel:Wahl:Levinas:Unamuno:Schmitt:Adorno:Bergman:Camus:Merton:Ellul:Buber:Ibsen:Shestov:Barth:Sartre:Freud:Jaspers:Wittgenstein:West:Kaufmann:Tillich:Percy:May:Caputo:H. R. Niebuhr:Heidegger:,/wiki/S%C3%B8ren_Kierkegaard,55.67611,12.56833
350,Aenesidemus, (1st century BC),Pyrrho:Heraclitus:Timon:,Favorinus:Plutarch:Sextus Empiricus:,/wiki/Aenesidemus,35.29806,25.16306
351,Ibn Jarir,,,Ibn Khaldun:,/wiki/Al-Tabari,36.46972,52.35083
352,Pierre Corneille,,,Voltaire:,/wiki/Pierre_Corneille,FILL,FILL
353,Charles Nodier,,,Gaston Bachelard:,/wiki/Charles_Nodier,47.24,6.02
354,Ibn Tufail, (1110–1185),Abu Yaqub Yusuf:Aristotle:Plato:Al-Farabi:Ibn Tumart:Muhammad:Ibn Bajjah:Avicennism:Avicenna:,Ibn al-Nafis:Averroes:Alpetragius:,/wiki/Ibn_Tufail,37.3,-3.133
355,Edmund Gettier, (1927–2021),Roderick Chisholm:,Colin McGinn:Robert Nozick:,/wiki/Edmund_Gettier,39.28944,-76.61528
356,Mario Tronti,,,Antonio Negri:,/wiki/Mario_Tronti,FILL,FILL
357,Johann Friedrich Herbart, (1776–1841),Johann Gottlieb Fichte:Immanuel Kant:,Friedrich Eduard Beneke:Wilhelm Windelband:Moritz Wilhelm Drobisch:Gustav Hartenstein:Edmund Husserl:Immanuel Hermann Fichte:Hermann Lotze:Antonio Labriola:,/wiki/Johann_Friedrich_Herbart,53.14389,8.21389
358,Anaxagoras, (died 462 BC),Parmenides:Milesian school:,Archelaus:Pericles:Protagoras:John Stuart Mill:Socrates:,/wiki/Anaxagoras,38.358167,26.767583
359,István Mészáros (philosopher), (1930–2017),Karl Marx:György Lukács:,Cliff Slaughter:,/wiki/Istv%C3%A1n_M%C3%A9sz%C3%A1ros_(philosopher),47.4925,19.05139
360,Lautréamont,,,Maurice Blanchot:,/wiki/Comte_de_Lautr%C3%A9amont,FILL,FILL
361,Monsieur Chouchani,,,Emmanuel Levinas:,/wiki/Monsieur_Chouchani,FILL,FILL
362,Eugene O'Neill,,,Cornel West:,/wiki/Eugene_O%27Neill,FILL,FILL
363,Abu'l-Barakāt al-Baghdādī,,,Albert of Saxony (philosopher):,/wiki/Abu%27l-Barak%C4%81t_al-Baghd%C4%81d%C4%AB,36.34,43.13
364,Religious Society of Friends,,,Thomas Paine:,/wiki/Quakers,FILL,FILL
365,Hans Kelsen, (1881–1973),Hume:Kant:Vaihinger:Hermann Cohen:,de:Kunz:Bobbio:Hart:Dreier:Merkl:,/wiki/Hans_Kelsen,50.083,14.417
366,Jean Jacques Rousseau, (1712–1778),Locke:Malebranche:Hobbes:Socrates:Voltaire:Spinoza:Leibniz:Machiavelli:Aristotle:Plutarch:Descartes:Condillac:Plato:Montesquieu:Grotius:Diderot:D'Épinay:Pufendorf:D'Alembert:,Proudhon:Montessori:Wollstonecraft:Hume:Smith:Rawls:Dewey:Bloom:Strauss:Saint-Just:Kant:Engels:American Revolution:Thoreau:de Sade:Kitsikis:Madame de Stael:Darwin:Derrida:Freud:Goethe:Malaka:Tolstoy:French Revolution:Nietzsche:Hegel:Gibbon:Paine:Marx:Fichte:Romanticism:Robespierre:Counter-Enlightenment:Napoleon Bonaparte:Schopenhauer:,/wiki/Jean_Jacques_Rousseau,46.20167,6.14694
367,Charles Dunoyer,,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Charles_Dunoyer,FILL,FILL
368,Michael Dummett, (1925–2011),Peter Geach:J. M. E. McTaggart:Donald Davidson:L. E. J. Brouwer:Ludwig Wittgenstein:G. E. M. Anscombe:Gilbert Ryle:Gottlob Frege:,Gareth Evans:Christopher Peacocke:Luciano Floridi:Hans Sluga:Crispin Wright:Ian Rumfitt:Barry Smith:Carlo Penco:Timothy Williamson:,/wiki/Michael_Dummett,51.50722,-0.1275
369,Publilius Syrus,,,Baltasar Gracián y Morales:,/wiki/Publilius_Syrus,36.20472,36.18167
370,Serbian epic poetry,,,Petar II Petrović-Njegoš:,/wiki/Serbian_epic_poetry,FILL,FILL
371,Pseudo-Dionysius the Areopagite, (5th century),Basil of Caesarea:Proclus:Clement of Alexandria:Iamblichus:Origen:Plotinus:Gregory of Nyssa:,Western Christianity:Eastern:,/wiki/Pseudo-Dionysius_the_Areopagite,FILL,FILL
372,Maimonides,) (1135–1204),Talmud:Aristotle:Plato:Avempace:Averroes:al-Farabi:Al-Ghazali:Avicenna:,Buber:Joyce:Rosenzweig:Fackenheim:Newton:Albertus Magnus:Strauss:Levinas:Aquinas:Friedländer:Spinoza:Leibniz:Jewish philosophy:Catholic theology:Bodin:,/wiki/Maimonides,37.88450722,-4.7795675
373,Cappadocian Fathers,,,Johannes Scotus Eriugena:,/wiki/Cappadocian_Fathers,FILL,FILL
374,Ambrosiaster,,,Augustine of Hippo:,/wiki/Ambrosiaster,FILL,FILL
375,Charles de Gaulle,,,Roger Scruton:,/wiki/Charles_de_Gaulle,FILL,FILL
376,Xenocrates, (396–314 BC),Pythagoreanism:Speusippus:,Crantor:Polemo:,/wiki/Xenocrates,40.98444,29.02722
377,George Berkeley, (1685–1753),John Locke:Isaac Newton:Bayle:Nicolas Malebranche:,Arthur Schopenhauer:Immanuel Kant:Ernst Mach:Jorge Luis Borges:John Stuart Mill:David Hume:Thomas Reid:,/wiki/George_Berkeley,FILL,FILL
378,Alfred Tarski, (1901–1983),,Rudolf Carnap:John Corcoran:Kenneth Arrow:Patrick Suppes:Erich Leo Lehmann:Karl Popper:Donald Davidson:Willard Van Orman Quine:,/wiki/Alfred_Tarski,52.233,21.017
379,Epictetus, (AD 55–c. 135),Musonius Rufus:Zeno of Citium:Cleanthes:Chrysippus:Diogenes:Socrates:Hippocrates:,Han Ryner:Marcus Aurelius:James Stockdale:Arrian:Junius Rusticus:Albert Ellis:,/wiki/Epictetus,37.925,29.12583
380,Eurocommunism,,,Nicos Poulantzas:,/wiki/Eurocommunism,FILL,FILL
381,Malesherbes,,,Alexis de Tocqueville:,/wiki/Guillaume-Chr%C3%A9tien_de_Lamoignon_de_Malesherbes,FILL,FILL
382,Zhu Xi,) (1130–1200),Mencius:Zhang Zai:Cheng Hao:Confucius:Zhou Dunyi:Cheng Yi:,Arthur Schopenhauer:Tu Wei-ming:Gottfried Leibniz:Wang Yangming:Joseph Needham:Toegye:Qian Mu:Christian Wolff:Wang Fuzhi:,/wiki/Zhu_Xi,26.17,118.19
383,Karl-Otto Apel, (1922–2017),Immanuel Kant:Martin Heidegger:Charles S. Peirce:Georg Henrik von Wright:Max Horkheimer:,Jürgen Habermas:Vittorio Hösle:Hans-Hermann Hoppe:,/wiki/Karl-Otto_Apel,51.233,6.783
384,Clarence Irving Lewis,,,Brand Blanshard:,/wiki/C._I._Lewis,42.48,-71.1
385,Henry Hazlitt,,,Robert Nozick:,/wiki/Henry_Hazlitt,39.95278,-75.16361
386,Sallust,,,Augustine of Hippo:,/wiki/Sallust,FILL,FILL
387,Hipparchia,,,Zeno of Citium:,/wiki/Hipparchia_of_Maroneia,40.9,25.517
388,Eric Voegelin, (1901–1985),Hans Urs von Balthasar:William James:Hans-Georg Gadamer:John R. Commons:Aristotle:Max Weber:Henri de Lubac:Alfred North Whitehead:Henri Bergson:Augustine of Hippo:Eduard Meyer:Plato:Edmund Husserl:Alfred Schütz:Thomas Mann:F. W. J. Schelling:Jean Bodin:Pre-Socratic philosophers:Leo Strauss:Hans Jonas:Ludwig von Mises:Thomas Aquinas:,Bruno Latour:Flannery O'Connor:William Havard:Robert B. Heilman:Frederick Lawrence:de:William F. Buckley Jr.:Olavo de Carvalho:Sir Roger Scruton:Jürgen Gebhardt:Robert George:Russell Kirk:James V. Schall:Thierry Gontier:Martin Palouš:Walker Percy:Rudolf Bultmann:Leo Strauss:Raymond Aron:fr:Ellis Sandoz:,/wiki/Eric_Voegelin,50.93639,6.95278
389,Charles Lyell,,,Charles Darwin:,/wiki/Charles_Lyell,56.6828,-3.0346
390,Thomas Paine, (1737–1809),Montesquieu:Religious Society of Friends:Jacobin:John Locke:Benjamin Franklin:Voltaire:David Hume:Jean-Jacques Rousseau:Edward Gibbon:,William Godwin:Jyotirao Phule:Mary Wollstonecraft:Christopher Hitchens:Charles Darwin:Karl Marx:Thomas Edison:Mark Twain:Sigmund Freud:Bertrand Russell:Abraham Lincoln:George Carlin:Robert G. Ingersoll:Thomas Jefferson:Pierre Victurnien Vergniaud:Moncure D. Conway:Friedrich Nietzsche:,/wiki/Thomas_Paine,52.41,0.74
391,Qur'an,,,Ibn Arabi:,/wiki/Quran,FILL,FILL
392,Aristippus, (c. 435–366 BC),Socrates:,Epicurus:Michel Onfray:Hegesias:Anniceris:Arete of Cyrene:Theodorus:Aristippus the Younger:,/wiki/Aristippus,32.825,21.85806
393,Pierre-Joseph Proudhon, (1809–1865),Adam Smith:G. W. F. Hegel:Alexander Herzen:Charles Fourier:,Mikhail Bakunin:Victor Hugo:Antero de Quental:Friedrich Wilhelm Schulz:Georges Sorel:Karl Marx:Joseph Déjacque:Peter Kropotkin:Francesc Pi i Margall:Errico Malatesta:Benjamin Tucker:Max Stirner:,/wiki/Pierre-Joseph_Proudhon,47.24,6.02
394,Alexander Hegius,,,Desiderius Erasmus:,/wiki/Alexander_Hegius_von_Heek,FILL,FILL
395,Rudolf Steiner, (1861–1925),Nietzsche:Helena Blavatsky:Eduard von Hartmann:Hegel:Fichte:Schiller:Karl Julius Schröer:Franz Brentano:Silvio Gesell:Schelling:Goethe:Kant:,Edouard Schuré:Andrej Belyj:Daniel Nicol Dunlop:Saul Bellow:Andrei Tarkovsky:Max Heindel:Wassily Kandinsky:Hilma af Klint:Richard Tarnas:Josef Beuys:Albert Schweitzer:Owen Barfield:Valentin Tomberg:Hugo Bergmann:Martin Buber:,/wiki/Rudolf_Steiner,FILL,FILL
396,Wächtershäuser,,,Karl Popper:,/wiki/G%C3%BCnter_W%C3%A4chtersh%C3%A4user,FILL,FILL
397,Jean Burden,,,Alan Watts:,/wiki/Jean_Burden,FILL,FILL
398,Alexandre Kojève, (1902–1968),Hegel:Aristotle:Plato:Marx:Strauss:Soloviev:Koyré:Jaspers:Kandinsky:Schmitt:Kant:Heidegger:,Bataille:Lacan:Bloom:Strauss:Rosen:Sartre:Derrida:Breton:Agamben:Foucault:Fukuyama:Louis Althusser:Queneau:Maurice Merleau-Ponty:Aron:,/wiki/Alexandre_Koj%C3%A8ve,55.75583,37.61722
399,Girolamo Savonarola,,,John Colet:,/wiki/Girolamo_Savonarola,FILL,FILL
400,Marquis de Condorcet, (1743–1794),Leonhard Euler:Jean le Rond d'Alembert:Voltaire:Benjamin Franklin:Jean-Jacques Rousseau:Turgot:,André Chénier:Charles Darwin:Pierre Jean George Cabanis:Karl Marx:Sigmund Freud:Liberalism:Thomas Clarkson:Jean-Marie Roland:Henri de Saint-Simon:Friedrich Nietzsche:Jacques Pierre Brissot:,/wiki/Marquis_de_Condorcet,FILL,FILL
401,Iamblichus (philosopher), (ca. 245 AD-ca. 325),Aristotle:Plato:Pythagoras:Porphyry:Neopythagoreanism:,Aedesius:Proclus:,/wiki/Iamblichus_(philosopher),35.9875,37.04278
402,Sainte-Beuve,,,Friedrich Nietzsche:,/wiki/Charles_Augustin_Sainte-Beuve,FILL,FILL
403,Ibn al-Mughallis,,,Ibn Hazm:,/wiki/Ibn_al-Mughallis,FILL,FILL
404,Marshall McLuhan,,,Jean Baudrillard:,/wiki/Marshall_McLuhan,53.53444,-113.49028
405,Seraphim of Sarov,,,Nikolai Berdyaev:,/wiki/Seraphim_of_Sarov,FILL,FILL
406,"Victoria, Lady Welby", (1837–1912),F. C. S. Schiller:Charles Sanders Peirce:Charles Darwin:,H. Walter Schmitz:Charles Sanders Peirce:Susan Petrilli:Charles Kay Ogden:,"/wiki/Victoria,_Lady_Welby",51.50722,-0.1275
407,Thales, (c. 635 – 543 BC),Babylonian astronomy:Ancient Egyptian religion:Ancient Egyptian mathematics:,Xenophanes:Anaximander:Anaximenes:Pythagoras:,/wiki/Thales,37.53028,27.27833
408,Heraclitus, (ca. 535–475 BC),Anaximander:Bias of Priene:Thales:Anaximenes:,Parmenides:Spengler:Heracliteans:D. H. Lawrence:Anaxagoras:Engels:Lassalle:Plato:Cratylus:Whitehead:Stoicism:Popper:Jung:Empedocles:Western philosophy:Antisthenes:Nietzsche:Hegel:McTaggart:Pater:Heidegger:,/wiki/Heraclitus,37.94111,27.34194
409,John Selden, (1584–1654),Connan:Hugo Grotius:Alciato:,Blackstone:Locke:Burke:Great Tew:Hobbes:Cumberland:Vico:Pufendorf:Hume:Smith:,/wiki/John_Selden,50.83513,-0.3984
410,Parmenides, (5th century BC),Heraclitus:Xenophanes of Colophon:,Nietzsche:Melissus of Samos:Eleatic School:Meinong:Plato:Spinoza:Socrates:Leibniz:Zeno of Elea:Empedocles:Anaxagoras:Heidegger:Emanuele Severino:,/wiki/Parmenides,40.16083,15.155
411,Melchiorre Gioia,,,Antonio Rosmini-Serbati:,/wiki/Melchiorre_Gioia,FILL,FILL
412,Vladimir Solovyov (philosopher), (1853–1900),Shimon bar Yochai:Sergey Bulgakov:Aristotle:Arthur Schopenhauer:Jakob Böhme:Plato:Friedrich Wilhelm Joseph Schelling:Emanuel Swedenborg:Paracelsus:Søren Kierkegaard:Immanuel Kant:Fyodor Dostoyevsky:Auguste Comte:Plotinus:Blavatsky:Louis Claude de Saint-Martin:Dante:Augustine of Hippo:,Sergey Bulgakov:Alexandre Kojève:Pavel Florensky:Andrei Belyi:Semyon Frank:Alexander Blok:Nicolas Berdyaev:Dostoyevsky:,/wiki/Vladimir_Solovyov_(philosopher),55.75583,37.61722
413,Rée,,,Friedrich Nietzsche:,/wiki/Paul_R%C3%A9e,54.3,12.583
414,Alejandro Korn, (1860–1936),Hegel:Kant:,Ángel Vasallo:Juan José Arévalo:Luis Aznar:Francisco Romero:Risieri Frondizi:Pedro Henríquez Ureña:,/wiki/Alejandro_Korn,-35.017,-58.417
415,Allama Tabatabai, (1903–1981),Mulla Sadra:Hujjat Kuhkamari:Naeeni:Hadi Sabzavari:Sayyed Hosein Badkuba'i:Allameh Qazi:Muhammad Hosein Esfehani:Sayyid Abu'l-Qasim Khwansari:,Musa Sadr:Dariush Shayegan:Makarem Shirazi:Muhammad Beheshti:Hossein Nasr:Hassan Hassanzadeh Amoli:Muhammad al-Tijani:Muhammad Mofatteh:Ebrahim Amini:Sayyed Jalal-ed-Din Ashtiani:Javadi Amoli:Morteza Motahhari:Henry Corbin:,/wiki/Allama_Tabatabai,38.067,46.3
416,Ibn Furak,,,Fakhr al-Din al-Razi:,/wiki/Ibn_Furak,32.64472,51.6675
417,Derek Parfit, (1942–2017),Henry Sidgwick:Immanuel Kant:A. J. Ayer:Shelly Kagan:R. M. Hare:Amartya Sen:Jonathan Glover:James Griffin:Thomas Nagel:John Locke:John Stuart Mill:T. M. Scanlon:Christine Korsgaard:P. F. Strawson:David Pears:Ronald Dworkin:,Thomas Hurka:Ruth Chang:Brad Hooker:Jeff McMahan:Samuel Scheffler:Larry Temkin:John Cottingham:Peter Singer:,/wiki/Derek_Parfit,30.66,104.06333
418,Ehrenhaft,,,Paul Feyerabend:,/wiki/Felix_Ehrenhaft,48.2,16.367
419,Karl Marx, (1818–1883),Johann Wolfgang von Goethe:Jean Charles Léonard de Sismondi:Charles Darwin:Friedrich Engels:Charles Fourier:Voltaire:Claude Adrien Helvétius:François-Noël Babeuf:Jean-Jacques Rousseau:Ludwig von Westphalen:Aristotle:William Shakespeare:David Ricardo:William Thompson:Moses Hess:Adam Ferguson:Robert Owen:Henri de Saint-Simon:Baruch Spinoza:Max Stirner:Justus von Liebig:Pierre-Joseph Proudhon:Constantin Pecqueur:Baron d'Holbach:Friedrich Wilhelm Schulz:Giambattista Vico:Ludwig Feuerbach:Epicurus:Maximilien Robespierre:Victor Considerant:Charles Babbage:François Guizot:Adam Smith:G. W. F. Hegel:,List of Marxists:,/wiki/Karl_Marx,49.75667,6.64139
420,Euripides,,,Friedrich Nietzsche:,/wiki/Euripides,37.933,23.5
421,Hermann Minkowski,,,Albert Einstein:,/wiki/Hermann_Minkowski,54.883,23.9
422,Seraphim Rose,,,Alan Watts:,/wiki/Seraphim_Rose,FILL,FILL
423,al-Tamimi,,,Ibn Arabi:,/wiki/Mohammed_ibn_Qasim_al-Tamimi,FILL,FILL
424,Berg,,,Theodor Adorno:,/wiki/Alban_Berg,FILL,FILL
425,Fénelon,,,Joseph de Maistre:,/wiki/Fran%C3%A7ois_F%C3%A9nelon,FILL,FILL
426,D'Épinay,,,Jean Jacques Rousseau:,/wiki/Louise_d%27%C3%89pinay,FILL,FILL
427,Old Testament,,,Hildegard of Bingen:,/wiki/Old_Testament,FILL,FILL
428,Ernst Cassirer, (1874–1945),Immanuel Kant:Friedrich Wilhelm Joseph Schelling:Gottfried Wilhelm Leibniz:Hermann Cohen:Johann Wolfgang von Goethe:,Eric Weil:Susanne Langer:Leo Strauss:Wilbur Marshall Urban:,/wiki/Ernst_Cassirer,51.11,17.0325
