name,birth,incoming_links,outgoing_links,page,latitude,longitude
Tadeusz Kotarbiński, (1886–1981),Stanisław Leśniewski:Kazimierz Twardowski:,pl:Kazimierz Pasenkiewicz:Henryk Greniewski:,/wiki/Tadeusz_Kotarbi%C5%84ski,FILL,FILL
Charles Dunoyer,,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Charles_Dunoyer,FILL,FILL
Adurbad-e Mahrspandan,,,Ibn Miskawayh:,/wiki/Adurbad-i_Mahraspand,FILL,FILL
Daniel Dennett, (born 1942),Charles Darwin:Ludwig Wittgenstein:Wilfrid Sellars:W. V. O. Quine:Richard Dawkins:Gilbert Ryle:David Hume:,Sam Harris:Douglas Hofstadter:Geoffrey Miller:Richard Dawkins:Keith Frankish:Peter Carruthers:,/wiki/Daniel_Dennett,FILL,FILL
Lucien Goldmann, (1913–1970),Max Adler:Jean Piaget:Karl Marx:György Lukács:,Julia Kristeva:,/wiki/Lucien_Goldmann,FILL,FILL
Renan,,,Friedrich Nietzsche:,/wiki/Ernest_Renan,FILL,FILL
Ibn Arabi, (1164–1240),Ibn Masarra:Ibn al-Arif:Ibn Barrajan:Ibn Qasi:Hadith:Qur'an:al-Tamimi:Abu Madyan:,Jami:Yahya Efendi:Shah Waliullah:Abd al-Ghani:Sidi Bou Said:'Iraqi:al-Fanārī:Ibn Ajiba:Shabestari:Ahmed Mohammed al-Maqqari:Ni'matullah:Valsan:Nurbakhsh:Naquib al-Attas:al-Sha'rani:Ismail Hakki Bursevi:Schuon:al-Suyuti:Nasr:Qayṣarī:Fairuzabadi:Nursî:Hamzah Fansuri:Amuli:al-Shushtari:Guénon:al-Jīlī:Qunawi:Abdelkader:Mulla Sadra:Hamadani:Yusuf an-Nabhani:Ibn al-Farid:al-Alawi:Bitlisi:Corbin:Mahmoud:,/wiki/Ibn_Arabi,FILL,FILL
Maurice Merleau-Ponty, (1908–1961),Marcel:Brunschvicg:Uexküll:Malebranche:Chardin:Driesch:Schelling:Husserl:Köhler:Proust:Kojève:Kant:Descartes:Tinbergen:Fink:Lacan:Bergson:Mounier:Saussure:Whitehead:Darwin:Heraclitus:Koffka:Sartre:Beauvoir:Bachelard:Freud:Plotinus:Schilder:Coghill:Nietzsche:Hegel:Lévi-Strauss:Marx:Klein:Gesell:Scheler:Heidegger:Weber:Piaget:,Varela:Zahavi:Diprose:Harman:Lefort:Young:Ricoeur:Schillebeeckx:Lawlor:Simondon:Abram:Crowther:Gallagher:Giorgi:McClamrock:Bourdieu:Vesely:Hillman:Dreyfus:Henry:El-Bizri:Irigaray:Lacan:Butler:Polanyi:Virilio:Thảo:Thompson:Danto:Sartre:Ihde:Foucault:Manha:Guenther:Deleuze:Edie:Ahmed:Johnson:Kompridis:Clark:Barbaras:Castoriadis:Laplanche:,/wiki/Maurice_Merleau-Ponty,FILL,FILL
L. Susan Stebbing,,,Max Black:,/wiki/Susan_Stebbing,FILL,FILL
Ibn Sabin, (1217–1268),Ibn Masarra:Ibn Barrajan:Avempace:Ibn Qasi:'Ilm al-Huruf:Hadith:Averroes:Ibn Tufail:al-Hallaj:al-Farabi:Qur'an:Avicenna:Brethren of Purity:,Ramon Llull:al-Kashani al-Fargani:Afif al-Din Sulayman al Tilimsani:al-Shushtari:Badr al-Din Hasan Ibn Hud:,/wiki/Ibn_Sabin,FILL,FILL
Salomon Maimon,) (1753–1800),Wolff:Leibniz:Spinoza:Hume:Kant:Reinhold:Maimonides:,Deleuze:Reinhold:Fichte:,/wiki/Salomon_Maimon,FILL,FILL
Pierre-Joseph Proudhon, (1809–1865),Adam Smith:G. W. F. Hegel:Alexander Herzen:Charles Fourier:,Mikhail Bakunin:Victor Hugo:Antero de Quental:Friedrich Wilhelm Schulz:Georges Sorel:Karl Marx:Joseph Déjacque:Peter Kropotkin:Francesc Pi i Margall:Errico Malatesta:Benjamin Tucker:Max Stirner:,/wiki/Pierre-Joseph_Proudhon,FILL,FILL
Kracauer,,,Theodor Adorno:,/wiki/Siegfried_Kracauer,FILL,FILL
Slavoj Žižek, (born 1949),Job:Chesterton:Spinoza:Schmitt:Adorno:Strauss:Schelling:Balibar:Badiou:Kant:Engels:Lacan:Lenin:Debenjak:Althusser:Dolar:Freud:Zupančič:Foucault:Hegel:Marx:Rancière:Benjamin:Laclau:Jameson:,Brooks:Dean:Rousselle:Santner:Tsipras:Horvat:Varoufakis:Fisher:Dolar:Zupančič:,/wiki/Slavoj_%C5%BDi%C5%BEek,FILL,FILL
Ferdinand de Saussure, (1857–1913),Oldenberg:Durkheim:Zimmer:Leskien:Pāṇini:,Meillet:Bloomfield:Merleau-Ponty:Mukařovský:Benveniste:Prague school:Jakobson:Lacan:Barthes:R. Harris:Althusser:Derrida:Labov:Foucault:Lévi-Strauss:Hjelmslev:Percy:Firth:Shaumyan:Laclau:,/wiki/Ferdinand_de_Saussure,FILL,FILL
Goffman,,,Michel Foucault:,/wiki/Erving_Goffman,FILL,FILL
Leontiev,,,Nikolai Berdyaev:,/wiki/Konstantin_Leontiev,FILL,FILL
Gerhard von Rad,,,Wolfhart Pannenberg:,/wiki/Gerhard_von_Rad,FILL,FILL
Carl Schmitt, (1888–1985),Edmund Burke:Immanuel Kant:Max Weber:Plato:Søren Kierkegaard:Thomas Hobbes:Georg Wilhelm Friedrich Hegel:Juan Donoso Cortés:Leo Strauss:Joseph de Maistre:René Guénon:Niccolò Machiavelli:Jean-Jacques Rousseau:,Jacob Taubes:Mario Tronti:Slavoj Žižek:Jacques Derrida:Mark Lilla:Hannah Arendt:Copenhagen School:Reinhart Koselleck:Jürgen Habermas:Giorgio Agamben:Hans Morgenthau:Alain de Benoist:Leo Strauss:Chantal Mouffe:Ernst Jünger:Jiang Shigong:Jaime Guzmán:Walter Benjamin:Antonio Negri:,/wiki/Carl_Schmitt,FILL,FILL
Cato the Elder,,,Henry David Thoreau:,/wiki/Cato_the_Elder,FILL,FILL
Nicholas of Cusa, (1401–1464),Aristotle:Proclus:Plato:Pseudo-Dionysius:Ramon Llull:Albertus Magnus:Gemistus Pletho:Bonaventure:Meister Eckhart:Plotinus:Pythagoreanism:Johannes Scottus Eriugena:Thomas Aquinas:,Mário Ferreira dos Santos:John Fisher:Roberto Mangabeira Unger:Karl Jaspers:Thomas More:Pico della Mirandola:Leibniz:Ludwig von Bertalanffy:Nicolaus Copernicus:Harry Mulisch:Giordano Bruno:Galileo Galilei:,/wiki/Nicholas_of_Cusa,FILL,FILL
David Strauss,,,Bruno Bauer:,/wiki/David_Strauss,FILL,FILL
Bhagavad Gita,,,Simone Weil:,/wiki/Bhagavad_Gita,FILL,FILL
John Cook Wilson, (1849–1915),T. H. Green:,W. D. Ross:H. A. Prichard:,/wiki/John_Cook_Wilson,FILL,FILL
Friedrich Nietzsche, (1844–1900),Hölderlin:Herder:Parmenides:Shakespeare:Sainte-Beuve:Mainländer:Sophocles:Socrates:Herzen:Dostoyevsky:Bourget:Spinoza:Spir:Milesian School:Machiavelli:Mill:Aeschylus:Rée:Ortlepp:Euripides:Diogenes Laërtius:Zoroaster:Strauss:von Hellwald:Wagner:Renan:Baudelaire:Hesiod:Kant:Teichmüller:Plato:Stendhal:Montaigne:Heraclitus:Feuerbach:Darwin:Cervantes:Goethe:Epicurus:Pindar:Thucydides:Homer:Maupassant:Bahnsen:Hegel:Spencer:Theognis of Megara:Emerson:Lange:Burckhardt:Archilochus:Xenophon:French Moralists:Schopenhauer:,Auden:Unamuno:Hesse:Ricœur:Spengler:Strindberg:Hamsun:Asad:Klossowski:Sarah Kofman:Adorno:Cioran:Tönnies:Weizmann:Rand:Brandes:Strauss:Campbell:Willard:Mencken:Camus:Proust:Bataille:Buber:Unger:Shestov:Steiner:Derrida:Jung:Malraux:Sartre:Stevens:Iqbal:Foucault:Malaka:Yeats:Deleuze:Nehamas:Rogers:Kaufmann:MacIntyre:Tillich:Adler:Castoriadis:Blanchot:Mann:Heidegger:Weber:,/wiki/Friedrich_Nietzsche,FILL,FILL
Petrus Ramus, (1515–1572),,Jean Bodin:,/wiki/Petrus_Ramus,FILL,FILL
Fakhr al-Din al-Razi, (1149–1209),Ibn Furak:Abu al-Hasan al-Ash'ari:Al-Juwayni:Al-Shafi'i:Al-Ghazali:,Taj al-Din al-Subki:Burhan al-Din al-Nasafi:Ibn Abi Usaybi'a:Al-Safadi:Shihab al-Din al-Qarafi:Athir al-Din al-Abhari:Nizam al-Din al-Nisapuri:Al-Suyuti:,/wiki/Fakhr_al-Din_al-Razi,FILL,FILL
Gottlieb Fichte, (1762–1814),Karl Leonhard Reinhold:Immanuel Kant:Ernst Platner:Salomon Maimon:Gottlob Ernst Schulze:Jean-Jacques Rousseau:Baruch Spinoza:,Friedrich Schleiermacher:Karl Wilhelm Ferdinand Solger:Immanuel Hermann Fichte:Johann Friedrich Herbart:Novalis:C. I. Lewis:Karl August von Eschenmayer:August Ludwig Hülsen:Wilhelm von Humboldt:Max Stirner:Ludwig Tieck:F. W. J. Schelling:Dieter Henrich:G. W. F. Hegel:Jules Lequier:,/wiki/Gottlieb_Fichte,FILL,FILL
Lysander Spooner, (1808–1887),Proudhon:Warren:Greene:Andrews:Tucker:,Rothbard:Barnett:,/wiki/Lysander_Spooner,FILL,FILL
Timon,,,Aenesidemus:,/wiki/Timon_of_Phlius,FILL,FILL
Pythagoras, (582 – 496 BC),Orphism:Anaximander:Themistoclea:Thales:Pherecydes:,Aristotle:Plato:Xenophanes:Pythagoreanism:Empedocles:,/wiki/Pythagoras,FILL,FILL
Mikhail Bakunin, (1814–1876),Hegel:Marx:Proudhon:Feuerbach:Herzen:Buonarroti:,Neill:Malatesta:Marcuse:Thompson:Guérin:Korsch:Chomsky:Postman:Kropotkin:Cafiero:Nechaev:Goldman:,/wiki/Mikhail_Bakunin,FILL,FILL
Joseph Dietzgen, (1828–1888),Hegel:Marx:Feuerbach:Spinoza:Leibniz:Kant:,Lenin:Pannekoek:Marx:,/wiki/Joseph_Dietzgen,FILL,FILL
Heinrich Schlier,,,Rudolf Bultmann:,/wiki/Heinrich_Schlier,FILL,FILL
Sri Aurobindo, (1872–1950),,Ken Wilber:Haridas Chaudhuri:Mirra Alfassa:Auroville:,/wiki/Sri_Aurobindo,FILL,FILL
Old Testament,,,Hildegard of Bingen:,/wiki/Old_Testament,FILL,FILL
New Testament,,,Hildegard of Bingen:,/wiki/New_Testament,FILL,FILL
Gemistus Pletho, (c. 1355 – c. 1452),Plotinus:Plato:Demetrios Kydones:,John Argyropoulos:Hermonymus of Sparta:Nicholas of Cusa:Marsilio Ficino:Cosimo de' Medici:Bessarion:,/wiki/Gemistus_Pletho,FILL,FILL
al-Tamimi,,,Ibn Arabi:,/wiki/Mohammed_ibn_Qasim_al-Tamimi,FILL,FILL
William Godwin, (1756–1836),d'Holbach:Rousseau:Helvétius:,Percy Bysshe Shelley:Herbert Read:,/wiki/William_Godwin,FILL,FILL
Gandillac,,,Gilles Deleuze:,/wiki/Maurice_de_Gandillac,FILL,FILL
Hildegard of Bingen, (1098–1179),Jutta von Sponheim:New Testament:Bernard of Clairvaux:John the Evangelist:John Scotus Eriugena:Old Testament:Paul the Apostle:Genesis:Augustine of Hippo:,Frederick I Barbarossa:Eugene III:Margot Fassler:Volmar:Abbot Suger:Elisabeth of Schönau:Grace McLean:constructed language:Rudolf Steiner:New Age movement:Anastasius IV:Mélanie Lipinska:,/wiki/Hildegard_of_Bingen,FILL,FILL
Hans Hahn,,,Herbert Feigl:,/wiki/Hans_Hahn_(mathematician),FILL,FILL
Auguste Comte, (1798–1857),Maistre:Bichat:Bacon:Condorcet:Diderot:Ibn Khaldun:Descartes:Saint-Simon:,Émile Durkheim:Eugen Dühring:Edward Spencer Beesly:Charles Darwin:George Henry Lewes:Karl Marx:Sigmund Freud:John Stuart Mill:Herbert Spencer:Pierre Laffitte:Harriet Martineau:Charles Maurras:Leo Strauss:Émile Littré:Friedrich Nietzsche:Frederic Harrison:,/wiki/Auguste_Comte,FILL,FILL
Horace W. B. Joseph,,,Brand Blanshard:,/wiki/H._W._B._Joseph,FILL,FILL
Thomas Bayes,,,Richard C. Jeffrey:,/wiki/Thomas_Bayes,FILL,FILL
Grenier,,,Albert Camus:,/wiki/Jean_Grenier,FILL,FILL
Gustav Bergmann, (1906–1987),Friedrich Waismann:Walther Mayer:Rudolf Carnap:Moritz Schlick:,John O'Neill:Berlin Circle:Vienna Circle:,/wiki/Gustav_Bergmann,FILL,FILL
John Lucas (philosopher), (born 1929),Kurt Gödel:,Roger Penrose:,/wiki/John_Lucas_(philosopher),FILL,FILL
Islamic philosophy,,,Adelard of Bath:,/wiki/Islamic_philosophy,FILL,FILL
Francisco Suárez, (1548–1617),Aristotle:Avicenna:Alonso Rodriguez:Duns Scotus:Scholasticism:Thomas Aquinas:,Grotius:Wolff:Dos Santos:Bueno:Hale:Zubiri:Leibniz:Descartes:Heidegger:Salgado:,/wiki/Francisco_Su%C3%A1rez,FILL,FILL
Norman Malcolm, (1911–1990),Anselm of Canterbury:Søren Kierkegaard:Ludwig Wittgenstein:René Descartes:Oets Kolk (O.K.) Bouwsma:,Sydney Shoemaker:Oets Kolk (O.K.) Bouwsma:John Rawls:,/wiki/Norman_Malcolm,FILL,FILL
Ludwig Andreas Feuerbach, (1804–1872),Hegel:Jacobi:Daub:Luther:Spinoza:Böhme:Schleiermacher:,Nietzsche:Buber:Marx:Darwin:Wagner:Freud:Malaka:Bauer:Engels:Stirner:,/wiki/Ludwig_Andreas_Feuerbach,FILL,FILL
Cassuto,,,Leo Strauss:,/wiki/Umberto_Cassuto,FILL,FILL
Emily Brontë,,,Emil Cioran:,/wiki/Emily_Bront%C3%AB,FILL,FILL
Max Horkheimer, (1895–1973),Dilthey:Hegel:Marx:Pollock:Cornelius:Freud:Kant:Schopenhauer:Adorno:,Marcuse:Habermas:Benjamin:Fromm:Adorno:,/wiki/Max_Horkheimer,FILL,FILL
André Bazin,,,Stanley Cavell:,/wiki/Andr%C3%A9_Bazin,FILL,FILL
Francis Parker Yockey, (1917–1960),Joseph de Maistre:Karl Haushofer:Carl Schmitt:Oswald Spengler:Gregor Strasser:Ernst Niekisch:Ernst Jünger:Julius Evola:,H. Keith Thompson:Christian Bouchet:Willis Carto:James H. Madole:,/wiki/Francis_Parker_Yockey,FILL,FILL
Ibn Miskawayh, (940–1030),al-Kindi:Adurbad-e Mahrspandan:,Mulla Sadra:Nasir al-Din Tusi:,/wiki/Ibn_Miskawayh,FILL,FILL
Piera Aulagnier,,,Cornelius Castoriadis:,/wiki/Piera_Aulagnier,FILL,FILL
Edmund Schlink,,,Wolfhart Pannenberg:,/wiki/Edmund_Schlink,FILL,FILL
Melanie Klein,,,Cornelius Castoriadis:,/wiki/Melanie_Klein,FILL,FILL
Michel Foucault, (1926–1984),Klages:Hyppolite:Merleau-Ponty:Dumézil:Sade:Kant:Lagache:Canguilhem:Bataille:Barthes:Montaigne:Althusser:Bachelard:Freud:Deleuze:Nietzsche:Hegel:Marx:Artaud:Goffman:Blanchot:Heidegger:,Giorgio Agamben:Judith Butler:Stephen Greenblatt:David Halperin:Jacques Rancière:Edward Said:Pierre Bourdieu:Paul Rabinow:Gilles Deleuze:Félix Guattari:Hubert Dreyfus:Talal Asad:Saba Mahmood:,/wiki/Michel_Foucault,FILL,FILL
Guy Debord, (1931–1994),Isidore Isou:Dada:Andre Breton:Henri Lefebvre:Friedrich Engels:Comte de Lautréamont:Karl Marx:Anton Pannekoek:Frankfurt School:György Lukács:Cornelius Castoriadis:Georges Bataille:G. W. F. Hegel:Marquis de Sade:Jean-Paul Sartre:,Giorgio Agamben:Paul Virilio:Ken Knabb:Tiqqun:Post-left anarchy:May 1968:Jean Baudrillard:John Zerzan:Punk rock:,/wiki/Guy_Debord,FILL,FILL
Axel Hägerström,,,Alf Niels Christian Ross:,/wiki/Axel_H%C3%A4gerstr%C3%B6m,FILL,FILL
George Berkeley, (1685–1753),John Locke:Isaac Newton:Bayle:Nicolas Malebranche:,Arthur Schopenhauer:Immanuel Kant:Ernst Mach:Jorge Luis Borges:John Stuart Mill:David Hume:Thomas Reid:,/wiki/George_Berkeley,FILL,FILL
Antoine Destutt de Tracy, (1754–1836),Condillac:Cabanis:Locke:Condorcet:,Jefferson:,/wiki/Antoine_Destutt_de_Tracy,FILL,FILL
Gaston Bachelard, (1884–1962),Charles Nodier:Auguste Comte:Émile Meyerson:Carl Jung:Abel Rey:Léon Brunschvicg:Max Picard:,Georges Canguilhem:Rogelio Salmona:Nader El-Bizri:Michel Foucault:François Dagognet:Don Ihde:Cornelius Castoriadis:Gilbert Durand:Alexandre Koyré:Pierre Bourdieu:Gilles Deleuze:Dominique Lecourt:Louis Althusser:Michel Serres:Maurice Merleau-Ponty:Jules Vuillemin:,/wiki/Gaston_Bachelard,FILL,FILL
Daub,,,Ludwig Andreas Feuerbach:,/wiki/Karl_Daub,FILL,FILL
Pierre Corneille,,,Voltaire:,/wiki/Pierre_Corneille,FILL,FILL
Franz Joseph Gall,,,Jerry Fodor:,/wiki/Franz_Joseph_Gall,FILL,FILL
Giovanni Gentile, (1875–1944),Nietzsche:Hegel:Bertrando Spaventa:Plato:Marx:Pasquale Galluppi:Rosmini:Darwin:Vincenzo Gioberti:Croce:Giambattista Vico:Freud:Giuseppe Mazzini:,Ugo Spirito:Giuseppe Bottai:Giovanni Treccani:Margherita Sarfatti:Benedetto Croce:Benito Mussolini:A. James Gregor:Armando Carlini:Luigi Federzoni:,/wiki/Giovanni_Gentile,FILL,FILL
Robert Brenner,,,Gáspár Miklós Tamás:,/wiki/Robert_Brenner,FILL,FILL
Theodor Adorno, (1903–1969),Spengler:Kracauer:Husserl:Horkheimer:Schoenberg:Cornelius:Baudelaire:Lukács:Proust:Kant:Simmel:Freud:Berg:Kafka:Kierkegaard:Hegel:Nietzsche:Marx:Benjamin:Bloch:Mann:Weber:,Butler:Honneth:Zerzan:Marcuse:Bauman:Geuss:Habermas:Horkheimer:Benjamin:Fisher:Reichelt:Badiou:Jameson:Žižek:,/wiki/Theodor_Adorno,FILL,FILL
Nelson Goodman, (1906–1998),Rudolf Carnap:Immanuel Kant:Carl G. Hempel:C. I. Lewis:David Hume:W. V. O. Quine:,Donald Davidson:Sidney Morgenbesser:Stanley Cavell:Israel Scheffler:Jerry Fodor:Arthur Danto:Kendall Walton:Catherine Elgin:Hilary Putnam:Noam Chomsky:Stephen Stich:W. V. O. Quine:,/wiki/Nelson_Goodman,FILL,FILL
Jesus of Nazareth,,,Thomas Jefferson:,/wiki/Jesus,FILL,FILL
Felix Ravaisson-Mollien, (1813–1900),Aristotle:Victor Cousin:Descartes:Schelling:Leibniz:Maine de Biran:Pascal:,Pierre Hadot:Louis Lavelle:Paul Ricœur:Martin Heidegger:Dominique Janicaud:Henri Bergson:François Laruelle:Maurice Merleau-Ponty:,/wiki/Felix_Ravaisson-Mollien,FILL,FILL
Muhammad Iqbal, (1877–1938),Jami:Syed Mir Hassan:Sayyid Ali Hujwiri:Thomas Walker Arnold:Abd al-Karīm al-Jīlī:Bismil Azimabadi:Henri Bergson:Mir Sayyid Ali Hamadani:Johann Wolfgang von Goethe:Vladimir Lenin:Friedrich Nietzsche:Rumi:,Muhammad Ali Jinnah:Abul A'la Maududi:Ale Ahmed Suroor:Syed Jawad Naqvi:Dewan Mohammad Azraf:Muhammad Ishaq Madni:Pakistan Movement:Faiz Ahmed Faiz:Fateh Muhammad Malik:Khushwant Singh:Israr Ahmed:Ali Shariati:Islamic Republic of Pakistan:Muhammad Asad:,/wiki/Muhammad_Iqbal,FILL,FILL
Abraham,,,Søren Kierkegaard:,/wiki/Abraham,FILL,FILL
Emil Cioran, (1911–1995),François de La Rochefoucauld:Martin Heidegger:Philipp Mainländer:Georg Simmel:Nicolas Chamfort:Ludwig Klages:Constantin Noica:Oswald Spengler:Fyodor Dostoevsky:Joseph de Maistre:Arthur Schopenhauer:Emily Brontë:Immanuel Kant:Teresa of Ávila:Paul Valéry:Søren Kierkegaard:Lev Shestov:Nae Ionescu:Joseph Joubert:Blaise Pascal:Friedrich Nietzsche:,Thomas Ligotti:Fernando Savater:Nick Land:Jean Baudrillard:Eugene Thacker:,/wiki/Emil_Cioran,FILL,FILL
Nicolas Malebranche, (1638–1715),René Descartes:St. Augustine:Thomas Aquinas:,Louis Gabriel Ambroise de Bonald:Montesquieu:George Berkeley:Louis Lavelle:Alain Badiou:Jacob Bernoulli:Giambattista Vico:Augusto Del Noce:Joseph de Maistre:David Hume:Leibniz:J.-J. Rousseau:John Henry Newman:,/wiki/Nicolas_Malebranche,FILL,FILL
Arcesilaus, (316–241 BC),Plato:Crantor:Theophrastus:Pyrrho:Socrates:Crates of Athens:Timon of Phlius:Polemo:,Favorinus:Plutarch:Carneades:Lacydes:Clitomachus:Philo of Larissa:Cicero:,/wiki/Arcesilaus,FILL,FILL
Cooper,,,Dimitri Pisarev:,/wiki/James_Fenimore_Cooper,FILL,FILL
Indian philosophy,,,Henry David Thoreau:,/wiki/Indian_philosophy,FILL,FILL
E. A. Burtt,,,Alexandre Koyre:,/wiki/Edwin_Arthur_Burtt,FILL,FILL
Constantin Noica,,,Emil Cioran:,/wiki/Constantin_Noica,FILL,FILL
Ibn al-Mughallis,,,Ibn Hazm:,/wiki/Ibn_al-Mughallis,FILL,FILL
Nekrasov,,,Nikolai Chernyshevsky:,/wiki/Nikolay_Nekrasov,FILL,FILL
German mysticism,,,Arthur Schopenhauer:,/wiki/Friends_of_God,FILL,FILL
Joseph Raz, (born 1939),Peter Hacker:Hans Kelsen:H. L. A. Hart:,Leslie Green:Timothy Endicott:Matthew Kramer:John Gardner:Scott J. Shapiro:,/wiki/Joseph_Raz,FILL,FILL
Tabataba'i,,,Henry Corbin:,/wiki/Muhammad_Husayn_Tabatabai,FILL,FILL
Nicolai Hartmann, (1882–1950),Immanuel Kant:Plato:Max Scheler:Paul Natorp:Hermann Cohen:G. W. F. Hegel:,Max Scheler:Martin Heidegger:Jitendra Nath Mohanty:,/wiki/Nicolai_Hartmann,FILL,FILL
Katherine Boyle Jones,,,Robert Boyle:,"/wiki/Katherine_Jones,_Viscountess_Ranelagh",FILL,FILL
Karl Julius Schröer,,,Rudolf Steiner:,/wiki/Karl_Julius_Schr%C3%B6er,FILL,FILL
de Staël,,,Ralph Waldo Emerson:,/wiki/Germaine_de_Sta%C3%ABl,FILL,FILL
Curt Ducasse, (1881–1969),Josiah Royce:William James:,Roderick Chisholm:Wilfrid Sellars:,/wiki/Curt_Ducasse,FILL,FILL
Fyodor Dostoyevsky,,,Mikhail Bakhtin:,/wiki/Fyodor_Dostoevsky,FILL,FILL
Rockingham,,,Edmund Burke:,"/wiki/Charles_Watson-Wentworth,_2nd_Marquess_of_Rockingham",FILL,FILL
Harry Frankfurt, (born 1929),Kant:Descartes:Wittgenstein:,Susan Wolf:J. David Velleman:Pamela Hieronymi:John Martin Fischer:,/wiki/Harry_Frankfurt,FILL,FILL
